Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 22, 2010",0010,"Off Sand Point, Alaska",Alaska Central Express,22,Sand Point - Anchorage,Beechcraft 1900C-1,N112AX,UC-45,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The cargo plane crashed into the water shortly after taking off with a cargo of fish and mail.
"January 25, 2010",0235,"Off Na'ameh, Lebanon",Ethiopian Airlines,409,"Beirut, Lebanon - Addis Ababa, Ethiopia",Boeing 737-8AS,ET-ANB,29935/1061,90   (passengers:82  crew:8),90   (passengers:82  crew:8),0,"The passenger plane disappeared off radar shortly after taking off from Rafik Hariri International Airport in stormy weather and crashed into the Mediterranean Sea, two miles west of  the village of Na'ameh, Lebanon. The flight crew's mismanagement of the aircraft's speed, altitude, headings and attitude through inconsistent flight control inputs resulting in a loss of control. The flight crew failure to abide by CRM principles of mutual support and calling deviations hindered any timely intervention and correction."
"January 25, 2010",1430,"Near Senador Jose Porfírio, Brazil",Piquiatuba Taxi Aereo,?,Belem - Senador Jose Porfírio,Embraer EMB-110C Bandeirante,PT-TAF,110103,10   (passengers:8  crew:2),2   (passengers:1  crew:1),0,"The commuter plane crashed while attempting to land, killing the captain and one passenger."
"January 28, 2010",1130,"Cotabato City, Philippines",Military - Philippine Air Force,?,Cotabato Cty - Zamboanga City,GAF N22B Nomad,18,N22B-18,8   (passengers:6  crew:2),8   (passengers:6  crew:2),1,"While taking off, the crew experienced an engine fire and tried to make an emergency landing but crashed into a residential neighborhood."
"February 14, 2010",?,"Near Saada, Yemen",Military - Yemeni Arm,?,?,Helicopter,?,?,11   (passengers:9  crew:2),11   (passengers:9  crew:2),2,The helicopter crashed into a military vehicle shortly after taking off from the military airport carrying seven wounded soldiers and its crew of four soldiers. The accident was reported to have been caused by a technical fault.
"April 10, 2010",1041,"Smolensk, Russia",Military - Polish Air Force,PLF 101,"Warsaw, Poland - Smolensk Russia",Tupolev 154M,101,90A837,96   (passengers:88  crew:8),96   (passengers:88  crew:8),0,"The military jet crashed and was destroyed while attempting to land in dense fog and poor visibility. The crew requested permission to carry out a trial approach to a decision height of 100 m and told the controller to expect a go-around. A few seconds before impact, the autopilot and autothrottle were disconnected in order to execute a go-around. The airplane impacted upsloping terrain at a distance of about 1,100 meters from the runway and 40 m to the left of extended centerline. The immediate cause of the accident was the failure of the crew to make a timely decision to proceed to an alternate airport although they were not once timely informed of the actual weather conditions at Smolensk, which were significantly lower than the established airport minima. Descent without visual contact with ground references to an altitude much lower than minimum descent altitude for a go-around,  in order to establish visual flight. No reaction to the numerous TAWS warnings which led to controlled flight into terrain, aircraft destruction and death of the crew and passengers.
 Polish president Lech Kaczynski and his wife were among the dead."
"April 10, 2010",0327,"Near Yelizovo, Russia",Kamchatka Airlines,?,Elizovo - Dukup,Mi-8,?,?,18   (passengers:15  crew:3),10   (passengers:8  crew:2),?,"The helicopter was flying German and Russian snowboarders during a showboarding tour when it crash, 67 km away from Yelizovo."
"April 13, 2010",2315,"Monterey, Mexico",Airborne Freight Company Union,302,Mexico City - Monterey - Los Angeles,Airbus A300B4-203F,XA-TUE,078,5   (passengers:0  crew:5),5   (passengers:0  crew:5),2,"The cargo plane was making a stop at Monterey on its way to Los Angeles when it crashed 1.5 km from the airport, while making a final approach to General Mariano Escobedo International Airport. The aircraft was cleared to land on Runway 11, when the crew decided to abort the landing. The plane then crashed onto Avenida Miguel Aleman roadway, striking a car and killing the driver. The plane then broke apart and burst into flames."
"April 21, 2010",2110,"Pampanga, Philippines",Interisland Airlines,?,Cebu - Pampanga,Antonov An-12BP,UP-AN216,402001,6   (passengers:0  crew:6),3   (passengers:0  crew:3),0,"An electrical fire forced the cargo plane's pilot to attempt an emergency landing in a rice field when the plane crashed, broke into pieces, and burst into flames."
"May 12, 2010",0610,"Tripoli, Libya",Afriqiyah Airways,771,"Johannesburg, South Africa - Tripoli, Libya",Airbus A330-202,5A-ONG,1024,104   (passengers:93  crew:11),103   (passengers:92  crew:11),0,"The aircraft crashed and disintegrated one-half a mile from the runway while attempting to land at Tripoli International Airport. Ninety-two passenger and a crew of 11 were killed. A 8 year old Dutch boy was the sole survivor. Failure of the two pilots to coordinate their actions during the initial approach, with the final approach attempted below the minimum descent altitude and the runway not visible. Realizing that the approach had been misjudged, the co-pilot, who was in command, attempted to pull the plane up in order to perform a new landing, which disabled the auto pilot, but the captain had retaken control of the aircraft without informing his co-pilot, leading to the crash. Lack of coordination between the two pilots and the inappropriate application of flight control inputs during the attemped go-around. The length of the trip and crew fatigue was a factor."
