Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 15, 1979",1305,"Minsk, Russia",Aeroflot,7502,Tallinn - Minsk,Antonov AN-24N,CCCP46807,67302207,13   (passengers:9  crew:5),13   (passengers:8  crew:5),0,The pilot switched off the de-icing system too early during the approach through clouds in icing conditions  which resulted in the aircraft losing longitudinal stability and pitching over and crashed.
"January 24, 1979",1940,"Bechar, Algeria",Air Algerie,?,?,Nord 262A-44,7T-VSU,19,23   (passengers:20  crew:3),14   (passengers:14  crew:0),0,"Crashed short of the runway on approach. Crew error. Non-compliance with proper procedure, lack of crew coordination, crew fatigue and faulty altimiter."
"January 27, 1979",1726,"Rodez, France",Air Rouergue,?,?,Fokker F-27 Friendship 500,F-BYAH,10570,6   (passengers:4  crew:2),5   (passengers:3  crew:2),0,Struck a mountain. Failure of the crew to level off at the prescribed altitude either due to inadequate monitoring or an altimeter setting error by confusion between QNH and QFE.
"January 30, 1979",?,"125 miles ENE of Tokyo, Japan",Varig,?,Tokyo-Los Angeles-Rio de Janeiro,Boeing B-707-326C,PP-VLU,19235/519,6   (passengers:0  crew:6),6   (passengers:0  crew:6),0,"Contact with the cargo plane was lost 30 minutes after taking off from Tokyo Narita Airport.The cargo included 153 paintings by Manabu Mabe, returning from a Tokyo exhibition, valued at US$1.24 million. Neither the wreck nor the paintings were ever found. The cause of the accident was blamed on cabin depressurization, which killed the crew."
"February 08, 1979",?,"Near Agudos, Brazil",TAM Lineas Aéreas Regional,?,Bauru - Sao Paulo,Embraer 110C Bandeirante,PP-SBB,100-010,18   (passengers:16  crew:2),18   (passengers:16  crew:2),0,Hit trees and burst into flames shortly after taking off.
"February 12, 1979",1700,"Near Kariba, Rhodesia",Air Rhodesia,?,Kariba - Salisbury,Vickers Viscount 748D,VP-YND,101,59   (passengers:54  crew:5),59   (passengers:54  crew:5),0,Shot down by rebels with 2 surface-to-air missiles a few minutes after taking off from Kariba.
"February 12, 1979",1300,"Clarksburg, West Virginia",Allegheny Airlines,561,Clarksburg - Washington DC,Nord 262,N29824,48,25   (passengers:22  crew:3),2   (passengers:1  crew:1),0,The plane crashed  inverted shortly after lifting off the ground. The captain's decision to take off with snow on the aircraft's wing and empennage surfaces which resulted in a loss of lateral control and a loss of lift as the aircraft ascended out of ground effect.
"February 17, 1979",1:35,"Manakau Harbor, New Zealand",Air New Zealand,?,Gisborne - Auckland -Training,Fokker F-27 Friendship 500,ZK-NFC,10456,4   (passengers:2  crew:2),2   (passengers:1  crew:1),0,Flew into the water while on ILS approach. The crew was misled by a visual illusion in conditions of reduced visibility into believing they were at a safe height and consequently failed to monitor the flight instruments sufficiently to confirm their aircraft maintained a safe approach path.
"February 19, 1979",?,"Barentu, Ethiopia",Ethiopian Airlines,?,?,Douglas DC-3,ET-AFW,16681/33429,5   (passengers:2  crew:3),5   (passengers:2  crew:3),0,The plane crashed after a bomb exploded aboard.
"March 01, 1979",1504,"Gulfport, Mississippi",Universal Airways,?,Houston - Gulfport - New Orleans,Beech BE-70,N777AE,LB-034,8   (passengers:7  crew:1),8   (passengers:7  crew:1),0,The plane failed to maintain flying speed and crashed while attempting to take off.  Improperly loaded aircraft. Nose baggage door opened during takeoff. Flaps inoperative. Improper emergency procedures. Inadequate emergency training.
"March 10, 1979",1752,"Off Marina del Rey, California",Swift Aire Lines Inc.,235,New York - Santa Monica,Aerospatiale Nord 262A-33,N418SA,41,7   (passengers:4  crew:3),3   (passengers:1  crew:2),0,"The plane ditched into Santa Monica Bay near Marina del Rey, shortly after taking off from Santa Monica Airport. The flight crew's mismanagement of an emergency procedure following an autofeather of the right-hand propeller which resulted in their shutting down the remaining engine. A leak or break in the propeller pressure line probably caused the right engine to autofeather. The left engine was shut down when the flight crew failed to identify the engine on which the autofeather occurred and moved the left power lever to the stop position. Contributing to the accident was the unavailability of vital restart information to the crew."
"March 14, 1979",0852,"Bejing, China",CAAC,?,?,Hawker Siddeley Trident 2E,B-274,2172,12   (passengers:0  crew:12),12   (passengers:0  crew:12),32,The aircraft crashed into a factory after being stolen and flown by pilot who was not qualified to fly.
"March 14, 1979",2340,"Near Doha Airport, Qatar",Alia Royal Jordanian Airlines,600,Amman - Doha,Boeing B-727-2D3,JY-ADU,20886/1061,64   (passengers:49  crew:15),45   (passengers:41  crew:4),0,"Despite two missed approaches in thunderstorms, the pilot declined the controllers' suggestion to divert to Dubai. The aircraft landed heavily on the runway (due to windshear), suffered landing gear damage, veered off the runway and crashed into a fire station building not far from the terminal building. At that time, all on board were still alive. Fire from spilled fuel started shortly thereafter and there was panic to escape the cabin. 
The aircraft was named ""The City of Petra."""
"March 17, 1979",1944,"Near Moscow, Russia",Aeroflot,1691,Moscow - Odessa,Tupolev TU-104B,CCCP-42444,921001,119   (passengers:113  crew:6),58   (passengers:57  crew:1),0,The aircarft crashed in freezing rain and fog shortly after taking off. The aircraft was overloaded. The pilot had very little experience flying the aircraft type.
"March 26, 1979",?,"Luanda, Angola",Interflug,?,Luanda-Berlin,Ilyushin IL-18D,DM-STL,186009402,10   (passengers:6  crew:4),10   (passengers:6  crew:4),0,"The cargo plane lost the No. 2 engine on takeoff, overran the runway, crashed into the ILS localizer antenna, broke up and caught fire."
"March 29, 1979",?,"Ste. Foy, PQ, Canada",Quebecair,255,Quebec - Montreal,Fairchild F-27,CF-QBL,0047,24   (passengers:21  crew:3),17   (passengers:14  crew:3),0,Engine failure shortly after takeoff caused damage so the landing gear could not be retracted and increasing drag during the critical climbout phase. Airspeed slowed until the aircraft crashed.
"April 14, 1979",?,"Off Avalon, California",Catalina Airlines,?,"San Pedro, CA - Catalina, CA",Grumman G-21 Goose,N11CS,1166,11   (passengers:10  crew:1),1   (passengers:1  crew:0),0,"During an attempted go-around, the plane struck boat wakes and crashed. One passenger drowned."
"April 18, 1979",1823,"Newark, New Jersey",New York Airways,?,"Newark, NJ - Flushing, NY",Sikorsky S61-L,N618PA,61426,18   (passengers:15  crew:3),3   (passengers:3  crew:0),0,Tail rotor separated in flight shortly after takeoff. The helicopter autorotated and crashed. Fatigue fracture in tail rotor.
"April 23, 1979",?,"Near Cuenca, Ecuador",SAETA,?,Quito - Cuenca,Vickers Viscount 785D,HC-AVP,329,57   (passengers:52  crew:5),57   (passengers:52  crew:5),0,The aircraft disappeared while en route. Wreckage was not discovered for over 5 years.
"May 25, 1979",2040,"Bullen Point, Alaska",Sea Airmotive,?,Bullen Point - Deadhorse,de Havilland Canada DHC-4A Caribou,N581PA,253,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,"The cargo plane crashed in heavy crosswind while attempting to takeoff. Inadequate preflight preparation and/or planning. Pilot in command failed to follow approved procedures,directives,etc. Cargo shifted."
"May 25, 1979",1504,"Chicago O'Hare, Illinois",American Airlines,191,"Chicago, IL- Los Angeles, CA",McDonnell Douglas DC-10-10,N110AA,46510/22,271   (passengers:258  crew:13),271   (passengers:258  crew:13),2,"During takeoff just, as the plane lifted from the runway, the left engine and pylon separated from the aircraft damaging the wing and hydraulic system which caused the aircraft to roll and crash. Highest single plane death toll in U.S. aviation history. Asymmetrical stall and the ensuing roll of the aircraft because of the uncommanded retraction of the left wing outboard leading edge slats and the loss of stall warning and slat disagreement indication systems caused by separation of the engine and pylon. Improper maintenance procedures used by American Airlines when dismounting the engines for maintenance, by removing the pylon and engine together, putting strain on the engine mounts leading to  stress cracks."
"May 27, 1979",?,"Off Dakar, Senegal",Military - Mauritanian Air Force,?,Bouceif - Dakar,de Havilland Canada DHC-5D Buffalo,5T-MAX,088,12   (passengers:7  crew:5),12   (passengers:7  crew:5),0,"Crashed into the Atlantic Ocean during a blinding sandstorm. The pilot, unable to land due to the sandstorm headed out to sea for another approach when the accident occurred."
"May 30, 1979",2055,"Rockland, Maine",Downeast Airlines,46,Boston - Rockland,de Havilland DHC-6-200,N68DE,229,18   (passengers:16  crew:2),17   (passengers:15  crew:2),0,"The aircraft crashed into a wooded area during a non-precision approach to Rockland, in fog . Failure to arrest aircraft's descent rate, without the runway in sight. Inordinate management pressures, the first officer's marginal instrument proficiency, the captain's inadequate supervision of the flight, inadequate crew training and the captain's chronic fatigue were all factors in the accident."
"June 07, 1979",1100,"Near Leh, India",Military - Indian Air Force,?,?,Hindustan Aeronautics 748-2M,H2178,572,27   (passengers:0  crew:27),27   (passengers:0  crew:27),0,"Crashed near the Karmwal Pass at 16,000 ft. mountain 10 minutes after taking off from Leh."
"June 17, 1979",2248,"Hyannis, Massachusetts",Air New England,248,"New York, NY - Hyannis, MA",de Havilland Canada DHC-6 Twin Otter 300,N383EX,245,10   (passengers:8  crew:2),1   (passengers:0  crew:1),0,"The plane crashed in a heavily wooded area about 1.5 miles northeast of Barnstable Municipal Airport while on an ILS approach. The failure of the flightcrew to recognize and react in a timely manner to the gross deviation from acceptable approach parameters, resulting in a continuation of the descent well below the decision height during a precision approach without visual contact with the runway environment. Pilot fatigue."
