Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"February 06, 1967",?,"Aleppo, Syria",Syrian Arab Airlines,?,Damascus - Aleppo,Douglas DC-3,YK-ACB,33559,19   (passengers:?  crew:?),1   (passengers:?  crew:?),0,Crashed into building while landing in marginal weather and limited visibility.
"February 07, 1967",?,"Near Hourghada, UAR",Misrair,?,?,Antonov AN-24,?,?,30   (passengers:?  crew:?),30   (passengers:?  crew:?),0,Crashed after an explosion aboard the aircraft.
"February 09, 1967",0515,"Near Mexico City, Mexico",Cubana de Aviacion,?,Havana - Mexico City,Antonov AN-12,CU-T827,401504,10   (passengers:6  crew:4),10   (passengers:6  crew:4),0,"Crashed due to 18 km from the runway. Pilot error,"
"February 16, 1967",1321,"Manado, Indonesia",Garuda Indonesia Airlines,708,Jakarta - Menado via Surabaya,Lockheed L-188C Electra,PK-GLB,2021,63   (passengers:55  crew:8),22   (passengers:22  crew:0),0,"Crashed on approach, landing short of the runway, collapsing the landing gear. Awkward landing technique resulting in excessive rate of sink. Contributing factors include narrow runway, uneven runway necessitating landing as close to the threshold as possible and marginal weather conditions."
"February 20, 1967",0845,"Tegucigalpa, Honduras",Sahsa Airlines,?,San Pedro Sula - Tegucigalpa,Douglas DC-6,HR-SAG,42894/56,55   (passengers:50  crew:5),4   (passengers:4  crew:0),0,"While landing, the crew was unable to move the throttles into reverse position. The plane was not able to go-around and a ground loop was attempted. The aircraft ran off the runway into a ditch and the left wing tank ruptured and caught fire. Probable failure of the reverse pitch control mechanism."
"February 28, 1967",1918,"Mactan, Philippines",Philippine Air Lines,345,Manila - Mactan,Fokker F-27 Friendship 100,PI-C501,10147,20   (passengers:16  crew:4),12   (passengers:8  crew:4),0,Crashed after undershooting the runway. Loss of control at low altitude. Improper loading which placed the center of gravity in back of the center of gravity limits of the plane.
"March 05, 1967",2007,"Near Marseille, Ohio",Lake Central Airlines,527,Colombus - Toledo,Convair CV-580,N73130,023,38   (passengers:35  crew:3),38   (passengers:35  crew:3),0,The aircraft crashed following the separation in flight of all four blades of the right propeller. No. 2 blade penetrated and destroyed the structural integrity of the fuselage. Malfunction of the hydraulic pitch control mechanism. Uncontrollable overspeeding. Propeller separation in flight. Omission of the torque piston nitriding process during manufacture and failure of quality control to detect the omission.
"March 05, 1967",0256,"Monrovia, Liberia",Varig,837,Beirut - Rome - Monrovia - Recife - Rio de Janeiro,McDonnell Douglas DC-8-33,PP-PEA,45253/5,90   (passengers:71  crew:19),51   (passengers:50  crew:1),5,Crashed on short of  the runway during approach. Crew error. The failure of the pilot to arrest the fast descent at a low altitude upon which he had erroneously decided after coming in too high.
"March 08, 1967",?,"Karachi, Pakistan",Compagnie Air Transport,?,Karachi - Tokyo,AT L98 Carvair,F-BMHU,4,6   (passengers:0  crew:6),4   (passengers:0  crew:4),7,Failed to climb on takeoff and crashed into a bridge and some houses. Failure of the right engine.
"March 09, 1967",1154,"Urbana, Ohio",Trans World Airlines / Private,553,Pittsburgh - Dayton,MD Douglas DC-9-15 / Beechcraft Baron-55,N1063T/N6127V,45777/80 / N6127V,26   (passengers:21  crew:5),26   (passengers:21  crew:5),0,"Midair collision. Twenty five killed on the DC-9, one on the Beechcraft. Failure of the DC-9 crew to see and avoid the Beechcraft. The DC-9 was traveling at almost 300 mph at low altitude in airspace occupied by numerous small planes. The contributing factor to the accident was the excessive speed of the DC-9.  ATC systems inadequate to separate controlled and uncontrolled traffic. After this accident, the FAA imposed a maximum speed of 250 knots below 10,000 ft. mean sea level."
"March 10, 1967",0503,"Near Klamath Falls, Oregon",West Coast Airlines,720,Klamath Falls - Medford - North Bend - Portland - Seattle,Fairchild F-27,N2712,73,4   (passengers:1  crew:3),4   (passengers:1  crew:3),0,The aircraft struck the northwestern slope of Stukel Mountain just after takeoff. Loss of control due to ice accretion on airframe surfaces. The pilot should have required that de-icing fluid be applied prior to takeoff.
"March 10, 1967",1620,"Near Phan Rang, South Vietnam",Military - U.S. Navy,?,Siagon - Cam Ranh Bay AB,Douglas C-47J,99844,33262,25   (passengers:21  crew:4),25   (passengers:21  crew:4),0,Crashed and exploded  while en route.
"March 11, 1967",1600,"Mt Visenti, Italy",Aeralpi,?,Venezia - Belluno,de Havilland Canada DHC-6 Twin Otter 100,I-CLAI,30,5   (passengers:3  crew:2),4   (passengers:2  crew:2),0,Flew into Colcanin Mountain in heavy fog while en route.
"March 12, 1967",1428,"Near Yakutsk, Russia",Aeroflot,1799,Olyokminsk - Yakutsk,Ilyushin IL-14P,CCCP-61657,6341801,19   (passengers:15  crew:4),15   (passengers:11  crew:4),0,The aircraft collided with trees and caught fire  50 miles from Yakutsk after the right engine caught fire.
"March 13, 1967",1710,"Off East London, South Africa",South African Airways,406,Port Elizabeth - East London,Vickers Viscount 818,ZS-CVA,317,25   (passengers:20  crew:5),25   (passengers:20  crew:5),0,Crashed into the sea. Most probably the captain suffered a heart attack and the first officer could not regain control of aircraft.
"March 30, 1967",0050,"New Orleans, Louisiana",Delta Air Lines,9877,New Orleans AP - New Orleans AP,McDonnell Douglas DC-8-51,N802E,45409/19,6   (passengers:0  crew:6),6   (passengers:0  crew:6),13,"Flight 9877 was scheduled to provide crew training for a captain trainee and a flight engineer trainee. In addition the flight engineer instructor was being given a routine proficiency check. The flight departed the ramp at 00:40 with the captain trainee in the left seat and the check captain in the right seat. At 00:43 the crew advised the tower they were ready for takeoff and would like to circle and land on Runway 1. The tower cleared them as requested. The aircraft was observed to make what appeared to be a normal takeoff and departure. At 00:47 the crew reported on base leg for Runway 1, and the controller cleared the flight to land. A subsequent discussion revealed that they would execute a simulated two-engine out approach, execute a full stop landing and then takeoff on runway 19. The tower controller observed Flight 9877 in a shallow left turn on what appeared to be a normal final approach. The degree of bank increased to approximately 60 degrees or greater when the aircraft hit the power lines approximately 2,300 feet short and 1,100 feet west of the runway threshold. The DC-8 crashed into a residential area, destroying several homes and a motel complex. Improper supervision by the instructor and the improper use of flight and power controls by both instructor and the captain trainee during a simulated two-engine out landing approach."
"April 02, 1967",?,"Off Lima, Peru",Caribbean Airlines,?,Miami - Lima - Asunción,Lockheed 18 Lodestar,N706G,2625,5   (passengers:2  crew:3),5   (passengers:2  crew:3),0,Ditched in the ocean 2 km  off shore.
"April 08, 1967",1100,"Seoul, South Korea",Military - Republic of Korea Air Force,?,Seoul - Daegu,Curtiss C-46 Commando,?,?,15   (passengers:3  crew:12),15   (passengers:3  crew:12),44,"After taking off in dirzzle, the plane had trouble with the no. 2 engine. The aircraft circled three times and struck the dome of a Christian church on a hill and burst into flames. The flames spread and burnt down 30 wooden buildings."
"April 11, 1967",2014,"Tamanrasset, Algeria",Air Algerie,?,Algiers - Tamanrasset,Douglas DC-4,7T-VAU,3065,39   (passengers:33  crew:6),35   (passengers:29  crew:6),0,Crashed into a mountainside while descending to land at Tamanrasset. Cause unknown.
"April 17, 1967",1740,"Near Mamuniyeh, Iran",Military - Imperial Iranian Air Force,?,Shiraz - TerhanI,Lockheed C-130B,5-107,4118,23   (passengers:14  crew:9),23   (passengers:14  crew:9),0,Crashed after flying through thunderstorm activity and being struck by lightning.
"April 20, 1967",0113,"Near Nicosia, Cyprus",Globe Air,?,Bombay - Cairo,Bristol Britannia 175,HB-ITB,13232,130   (passengers:120  crew:10),126   (passengers:117  crew:9),0,The flight crashed while making a second landing attempt. Misjudgement by the pilot during approach. Both pilots exceeded their duty time by 3 hours at the time of the crash. The first officer had less than 50 hours flying time in a Britannia.
"April 26, 1967",?,"Near Sogamosa, Colombia",AVIANCA,?,Sogamoso - Trinidad,Douglas DC-3,HK-326,4631,18   (passengers:16  crew:2),17   (passengers:15  crew:2),0,Stalled and crashed shortly after taking off.
