Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 11, 1937",1030,"Near Playa V icente, Veracruz, Mexico",Mexicana,?,Mexico City - Minatitlán - Mérida,Lockheed 10E Electra,X-ABEO,1007,9   (passengers:6  crew:3),9   (passengers:6  crew:3),0,"After starting a descent, the aircraft crashed into Playa Vincente in adverse weather."
"January 12, 1937",1107,"Near Newhall, California",Western Air Express,7,Salt Lake City - Burbank,Boeing 247D,NC13315,1696,13   (passengers:11  crew:2),5   (passengers:4  crew:1),0,"The aircraft crashed into Pinetos Peak, 4 miles southeast of Newhall while attempting to land at Burbank Airport in fog and rain. The pilot descended to a dangerously low altitude without positive knowledge of his position. African explorer, Martin Johnson, 52, killed. Johnson suffered a fractured skull in the crash and died the next day in a hospital."
"January 26, 1937",1730,"Oran, Algeria",Sabena,?,Elizabethville - Gao - Colomb-Béchar - Oran - Brussels,Sabca S-73,OO-AGR,2,12   (passengers:8  crew:4),12   (passengers:8  crew:4),0,While attempting to land the aircraft went out of control and crashed.
"February 09, 1937",2050,"Off San Francisco, California",United Air Lines,23,Los Angeles - San Francisco - Oakland,Douglas DC-3A,NC16073,1913,11   (passengers:9  crew:2),11   (passengers:9  crew:2),0,"The aircraft crashed into San Francisco Bay, approximately 2 miles offshore, while on approach. The accidental jamming of the elevator controls as the result of the co-pilot's microphone being inadvertently dropped and lodged between the elevator control column and the seat rail in such a way that the crew was unable to prevent rapid descent of the airplane. First accident involving a DC-3."
"February 19, 1937",1340,"McPherson Ranges, Queensland, Australia",Airlines of Australia,?,Brisbane - Sidney,Stinson Model A,VH-UHH,1926,7   (passengers:5  crew:2),5   (passengers:3  crew:2),0,Flying low to maintain visual contact with the ground the plane ran into downdrafts that exceeded its ability to climb. The plane crashed and burned.
"March 12, 1937",?,"Bathurst, Gambia",Deutsche Lufthansa,?,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,D-ALIX,715,4   (passengers:0  crew:4),4   (passengers:0  crew:4),0,"The German mail plane crashed into a swamp. The plane was named 'Rostock."""
"March 24, 1937",1400,"Near Ouroux, France",Imperial Airways,?,"Southhampton, England - Alexandria, Egypt",Short  S-23 (flying boat),G-ADVA,S-818,6   (passengers:1  crew:5),5   (passengers:1  crew:4),0,Crashed into trees on a mountainside in a snowstorm.
"March 25, 1937",1840,"Clifton, Pennsylvania",Trans Continental and Western Air,15A,Newark - Camden - Pittsburg,Douglas DC-2-112,NC13730,1256,13   (passengers:10  crew:3),13   (passengers:10  crew:3),0,While attempting to land the aircraft banked left and crashed short of the runway. Heavy icing which rendered the plane uncontrollable.
"March 26, 1937",?,"Wetnum, Germany",Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-UPOZ,4207,6   (passengers:4  crew:2),0   (passengers:0  crew:0),0,Engine failure led to a crash landing in a field.
"May 06, 1937",1925,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,LZ 129,Frankfurt - Lakehurst N.J.,Zeppelin LZ-129,D-LZ-129,D-LZ129,97   (passengers:36  crew:61),35   (passengers:13  crew:22),1,"The airship Hindenburg caught fire and burned while being moored at Lakehurst, New Jersey.  Possible causes were static discharge which ignited leaking hydrogen or sabotage. It has been theorized that a sudden turn just before landing caused a steel cable to snap which punctured one of the hydrogen airbags. Thereafter, when mooring ropes were dropped to the ground, the cage was discharged setting up a static discharge between the Hindenburg's outer skin and frame causing the hydrogen to ignite."
"May 20, 1937",?,"Stuttgart, Germany",Deutsche Lufthansa,?,?,Heinkel He-70,D-UXUV,916,4   (passengers:2  crew:2),4   (passengers:2  crew:2),0,Stalled and crashed on takeoff.
"June 02, 1937",?,Desertores Island Región de Los Lagos,Fuerzs Aerea De Chile,?,Puerto Montt - Punta Arenas,Sirkorsky S-43 (flying boat),2,4319,9   (passengers:5  crew:4),9   (passengers:5  crew:4),0,"En route, while cruising off the Chiloé Islands, the aircraft disappeared and crashed into the sea. Some debris were found few days later on the shores of the Desertores Island. No trace of the occupants was found."
"June 20, 1937",?,?,ENTA,?,San José  San Isidro de El General,Travel Air 6000,TI-3,?,6   (passengers:5  crew:1),6   (passengers:5  crew:1),?,Hit trees and crashed in an isolated area located in the Cerro Las Vueltas. Wreckage found in 1941.
