Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 03, 1975",?,"Near Nha Trang, Vietnam",Air America,?,Da Lat - Nha Trang,Fairchild C-123K,ST-1,20074,9   (passengers:6  crew:3),9   (passengers:6  crew:3),0,Shot down with a SAM missile.
"January 08, 1975",0830,"Near Doncello, Colombia",SATENA,?,San Vicente del Caguan - Florencia,Douglas DC-3,FAC-688,?,21   (passengers:17  crew:4),21   (passengers:17  crew:4),0,Crashed and burned in mountains while en route. Improper flight planning by proceeding in mountainous terrain during adverse weather conditions which had reduced visibility along the route.
"January 09, 1975",1607,"Whittier, California",Golden West Airlines / Private,261,Ontario - Los Angeles,de Hav Can. DHC-6 Tw Otter 100/ Cessna,N6383,83,14   (passengers:10  crew:4),14   (passengers:10  crew:4),0,"Midair collision between a DHC-6 and a Cessna 150 at 2,200 feet while approaching Ontario Airport. Twelve aboard the Otter  and two aboard the Cessna killed. The failure of both flight crews to see the other aircraft in sufficient time to initiate evasive action. This was because of the position of the sun, the closure angle of the aircraft and the necessity of the Twin Otter's flight crew to acquire visual contact with radar reported traffic directly ahead of them."
"January 15, 1975",1721,"Budapest, Hunary",Malev Hungarian Airlines,?,Berlin - Budapest,Ilyushin IL-18V,HA-MOH,184007104,9   (passengers:0  crew:9),9   (passengers:0  crew:9),0,"The aircraft crashed into the ground 1,360 meters past the runway threshold and 120 meters to the left of the center line while attempting to land at Ferihegy airport. Poor weather, fog, nightime conditions, lack of crew coordination and possible spatial disorientation contributed to the accident."
"January 16, 1975",?,"Xam Neua, Laos",Aeroflot,?,Vientiane - Sam Neua,Antonov AN-12,CCCP-70417,1G141-71,16   (passengers:14  crew:2),16   (passengers:14  crew:2),0,"En route from Vientiane to Sam Neua, the crew encountered poor weather conditions when the airplane struck the slope of a mountain located in the region of Sam Neua. Flying VFR in IFR weather."
"January 30, 1975",1850,"Istanbul, Turkey",Turkish Airlines (THY),?,Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAP,11058,42   (passengers:38  crew:4),42   (passengers:38  crew:4),0,"After an electrical failure at the airport the aircraft initiated a go-around. Because another aircraft was about to take off, an extended downwind leg was flown. The aircraft crashed into the Sea of  Marmara while in the process of making the second approach. It is though the pilot-in-command may lost control of the airplane after suffering  spatial disorientation while flying at night under VFR mode over the Marmara Sea without any visual reference points."
"January 30, 1975",?,"Santo Domingo, Dominican Republic",Linea Aérea Nacional,?,Santo Domingo - Port-au-Prince,Douglas DC-3-313,HI-222,2189,30   (passengers:27  crew:3),2   (passengers:1  crew:1),0,Crashed during take off. Failure of the right engine.
"February 01, 1975",0858,"Houston, Texas",Horizon Properties,?,"Lawton, OK - Huntsville, TX",Douglas DC-3C,N15HC,43080,16   (passengers:14  crew:2),5   (passengers:3  crew:2),0,"The flight was diverted to Houston because weather at Huntsville was below minima.  An ILS approach was abandoned due to intermittent operation of the aircraft ILS localizer receiver instruments. The crew then tried an approach with Houston TRACON monitoring on surveillance radar. The DC-3 descended too low until the left wing collided with a  high power line tower, located 1.8 miles short of the runway. Fifteen feet of wing was torn off and the aircraft continued another 650 feet before striking the ground inverted.  Improper in-flight decisions or planning and improper IFR operation."
"February 03, 1975",2310,"Manila, Philippines",Philippine Air Lines,?,Manila - Iligan,Hawker Siddeley HS-748 2,RP-C1028,1590,33   (passengers:29  crew:4),33   (passengers:29  crew:4),0,The No. 2 engine caught fire shortly after takeoff.  The aircraft crashed into a rice field 3 miles short of the runway while making an emergency approach back to the airport.
"February 09, 1975",1730,"Souda, Crete",Military - Deutsche Luftwaffe,?,Hohn - Chania,Transall C-160,5063,D-85,40   (passengers:35  crew:5),40   (passengers:35  crew:5),0,"Slammed into a mountain at an altitude of 5,000 ft. during an approach to Canea in a snow shower."
