Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 01, 2011",1525,"Surgut, Russia",Kogalmavia,348,Surgut - Moscow,Tupolev Tu-154B-2,RA-85588,83A588,124   (passengers:116  crew:8),3   (passengers:3  crew:0),0,The passenger jet caught fire and exploded as it taxied for take off. Three passenger were killed and 43 injured during the evacuation. Electrical short.
"January 09, 2011",1945,"Orumiyeh, Iran",Iran Air,277,Tehran - Orumiyeh,Boeing B-727-286,EP-IRP,20945/1048,105   (passengers:93  crew:12),77   (passengers:65  crew:12),0,The accident happened after the plane was unable to land because of poor weather conditions and was attempting a go-around. The aircraft crashed 5 miles from the Orumiyeh airport in a snowy field..
"February 08, 2011",1640,"Off Plettenberg Bay, South Africa",Majuba Aviation,?,Queenstown - Plettenberg Bay,Pilatus PC-12/47,ZS-GAA,858,9   (passengers:7  crew:2),9   (passengers:7  crew:2),0,"When the crew encountered dense fog, limiting visibility, the pilot aborted the landing and was in the process of a go-around when the plane crashed into the sea."
"February 10, 2011",0945,"Cork, Ireland",Manx2,7100,Belfast - Cork,Swearingen SA-227BC Metro III,EC-ITP,BC-789B,12   (passengers:10  crew:2),6   (passengers:4  crew:2),0,"The Metroliner made an approach to Runway 17 in low visibility and the crew decided to go-around. A second attempt to land on Runway 35 was also unsuccessful and resulted in another go-around. During a third landing attempt on Runway 17, the aircraft crashed adjacent to Taxiway C and came to rest upside down. A fire soon erupted. Four passenger and both crew members were killed. Improper crew coordination and procedures led to loss of control of the aircraft. A contributing factor was inadequate maintenance causing the two engines to develop unequal thrust."
"February 14, 2011",0802,"Near Santa Ana Francisco Morazan, Honduras",Central American Airways,731,San Pedro Sula - Tegucigalpa,Let L-410 UVPE-20,HR-AUQ,912603,14   (passengers:12  crew:2),14   (passengers:12  crew:2),0,"The small airlilner crashed into a hill at an elevation of 2,000 feet while on approach in poor visibility. Windshear."
"March 21, 2011",1530,"Pointe-Noire, Congo",Trans Air Cargo,?,Brazzaville - Pointe Noire,Antonov 12BP,TN-AGK,402006,9   (passengers:5  crew:4),9   (passengers:5  crew:4),14,The cargo plane was approaching Runway 17 at Pointe-Noire Airport when it crashed in the Mvou Mvou residential area and was destroyed.
"April 04, 2011",1330,"Kinshasa, Congo",United Nations,834,Kisangani - Kinshasa,Canadair CL-600 CRJ-100ER,4L-GAE,7070,33   (passengers:29  crew:4),32   (passengers:28  crew:4),0,"The plane operated on behalf of the United Nations Organization Stabilization Mission and was leased from Geogian Airways. While attempting to land in rain, thunderstorms and strong winds at Kinshasa, the plane missed the runway and crashed. Twenty eight passengers and crew of 4 were killed. One passenger survived. he inappropriate decision of the crew to continue the approach, in face of extremely inclement weather being displayed on their weather radar. Lack of adequate supervision by the Operator to ensure that its crew complied with established procedures including weather avoidance procedures and stabilized approach criteria."
"April 19, 2011",1357,"Tawang, India",Pawan Hans Helicopters Ltd.,?,?,Mil Mi-172,VT-PHF,356C06,23   (passengers:?  crew:?),18   (passengers:?  crew:?),0,"The helicopter crashed into a hill as it attempted to land at a high altitude helipad Six, including the copilot escaped with minor injuries.."
"April 21, 2011",1452,"Manaus, Brazil",AmazonavesAir Taxi,?,Manaus - Santarem,Embraer/Piper EMB-810C Seneca,PT-EFS,810055,7   (passengers:6  crew:1),7   (passengers:6  crew:1),0,The airl taxi crashed about one minute after taking off from Manaus Airport.
"May 07, 2011",1400,"Off Kaimana, Indonesia",Merpati Nusantara Airlines,?,Sorong - Kaimana,Xian MA-60,PK-MZK,603,27   (passengers:21  crew:6),27   (passengers:21  crew:6),0,"The turboprop had been circling Kaimana Airport for about 15 minutes when it crashed into the sea, 400 meters offshore, in poor weather conditions."
"May 18, 2011",2053,"Near Prahuaniyeu, Argentina",SOL Lineas Aereas,5428,Neuquen - Comodoro Rivadavia,Saab 340A,LV-CEJ,25,22   (passengers:19  crew:3),22   (passengers:19  crew:3),0,"The domestic scheduled passenger flight crashed 12.5 miles north of Prahuaniyeu while en route, after transmitting a distress call. All 19 passengers and crew of three aboard were killed. Inadequate flight planning.
Inadequate operational decision making on the part of the pilot. Loss of situational awareness from the flight crew."
"June 20, 2011",2340,"Petrozavodsk, Russia",RusAir Airlines,7R-243,Moscow - Petrozavodsk,Tupolev Tu-134,RA-65691,63195/5703,52   (passengers:43  crew:9),47   (passengers:39  crew:8),0,"The airliner crashed while on final to Petrozavodsk in heavy fog, landing 1 kilometers short of the runway. The plane soon broke up and caught on fire. Factors in the accident: heavy fog. The crew could not see the runway's ground lights, but did not decide to turn away and make another attempt at landing. The plane hit nearby trees before crashing. Cooperation among the crew during the landing attempt was poor, with the pilot subordinating himself to the navigator and the co-pilot effectively excluded from decisions. The navigator was intoxicated."
"July 06, 2011",2300,"Near Bagram Air Base, Afghanistan",Silk Way Airlines,?,"Baku, Azerbaijan - Bagram Air Base, Afghanistan",Ilyushin76TD,4K-AZ55,2053420680,9   (passengers:0  crew:9),9   (passengers:0  crew:9),0,"While flying at 12,500 feet, the cargo plane crashed into a mountain peak, exploded and burned about 15 miles from Bagram. The aircraft was loaded with fuel for the International Security Assistance Force in Afghanistan."
"July 08, 2011",1500,"Kisangani, Congo",Hewa Bora Airways,952,Kinshasa - Kisangani,Boeing B-727-100,9Q-COP,18933,115   (passengers:108  crew:7),77   (passengers:72  crew:5),0,"The airliner crashed and broke up after missing the runway while attempting to land at Bangoka International Airport. There was heavy rain, thunderstorms and limited visibility at the time of the accident."
