Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 13, 2005",1610,"Tura,Siberia, Russia",Tura Air Enterprise,?,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9   (passengers:7  crew:2),9   (passengers:7  crew:2),0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident. Crew error. Ground proximity warning disabled. Artificial horizon not working.
"January 13, 2005",?,"Manguipayan, Colombia",Military - Colombian government,?,?,Black Hawk helicopter,?,?,20   (passengers:18  crew:2),20   (passengers:18  crew:2),0,The helicopter was on a counter-narcotics mission when it crashed in heavy fog.
"January 13, 2005",2218,"Keene, New Hampshire",AirNow,?,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,N49BA,110301,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,"The cargo plane diverted to Keene due to poor weather. During the final approach at night, the plane hit the ground short of Runway 02 and was destroyed."
"January 26, 2005",0120,"Rutbah, Iraq",Military - U.S. Marines,?,Ferrying troops,CH53E Sea Stallion,164536,?,31   (passengers:29  crew:2),31   (passengers:29  crew:2),0,The helicopter crashed in rain and a sandstorm.
"January 27, 2005",0810,"Lasi, Hungary",Farnair Hungary,?,Bucharest -Lasi,Let 410UVP-E4,HA-LAR,871923,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.
"January 30, 2005",1630,"Near Al Taji, Iraq",Military - Royal Air Force,?,Bagdad - Balad,Lockheed Hercules C.1,XV179,4195,10   (passengers:8  crew:2),10   (passengers:8  crew:2),0,"The plane was flying at a low level when it was hit by enemy fire. The right wing separated from the fuselage and the plane lost control, crashed and was destroyed."
"February 03, 2005",1700,"Near Kabul, Afghanistan",Kam Air,904,Herat - Kabul,Boeing B-737-200,EX-037,22075/630,104   (passengers:96  crew:8),104   (passengers:96  crew:8),0,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul."
"February 03, 2005",0807,"Near Khartoum, Sudan",Air West,?,Sharjah - Khartoum - Nyala,Ilyushin 76TD,ST-EWB,23438122,7   (passengers:0  crew:7),7   (passengers:0  crew:7),0,"After developing fuel system problems the cargo flight carrying humanitarian goods, was advised to land at Aad Babaker. The plane did not make it and crashed 15 km east of Khartoum."
"February 16, 2005",0913,"Near Pueblo, Colorado",Circuit City Stores - Charter,?,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,N500AT,560-0146,8   (passengers:6  crew:2),8   (passengers:6  crew:2),0,"While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamic stall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system."
"February 22, 2005",1322,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,?,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,P2-MFQ,174,13   (passengers:10  crew:3),2   (passengers:0  crew:2),0,While on approach to Runway 29 the aircraft crashed on a mountain.
