Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 15, 1934",1815,"Corbigny, France",Air France,?,Saigon - Paris,Dewoitine D-332,F-AMMY,01,14   (passengers:10  crew:4),14   (passengers:10  crew:4),0,"The aircraft crashed while en route in a severe snowstorm.  Icing. The aircraft was named ""Emeraude."""
"January 20, 1934",?,"Carombe, France",Air France,?,?,Breguet 280T,F-AJKX,?,2   (passengers:?  crew:?),2   (passengers:?  crew:?),0,?
"February 23, 1934",1415,"Near Salt Lake City, Utah",Boeing Aircraft Company,?,Salt Lake City - Cheyenne,Boeing 247,NC13357,1739,8   (passengers:5  crew:3),8   (passengers:5  crew:3),0,"Crashed on top of Parley's Canyon, 20 miles from Salt Lake City shortly after taking off for Cheyenne. Pilot error. The crew failed to gain sufficient altitude to clear rapidly rising terrain."
"February 26, 1934",?,"Rio de Oro, Morocco",Air France,?,?,Latécoère 28,F-AJPA,925,6   (passengers:?  crew:?),1   (passengers:?  crew:?),0,?
"March 06, 1934",?,"Petersburg, Illinois",American Airways,?,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,NC710Y,6606,4   (passengers:3  crew:1),4   (passengers:3  crew:?),0,Crashed into a snow drift due to icing in a blizzard.
"March 10, 1934",?,"Pereira, Colombia",Pan American Airways (Scadta),?,Quiddo - Cartago,Sikorsky S-38 Flying Boat,NC-9107,?,6   (passengers:4  crew:2),5   (passengers:3  crew:2),0,"Scadta was a Pan Am subsidiary.  It was operating a domestic flight, which crashed in the Colombian jungle, which was called ""Green Hell."" Five Goigira Indians, who were canoeing up the Uribe River, found pieces of clothing, and then dead bodies of five people from the crash, and the wreckage of the aircraft.  They also found a man who was alive, but dazed, exhausted, half crazy and unable to speak.  They carried him for seven days through the jungle to civilization.  He later recovered, and his name was Newton C. Marshall, General Manager of South American Gold & Platinum Company.  He was the only survivor."
"March 22, 1934",?,"Near Lima, Peru",Pan American Grace Airlines,?,?,Ford 5-AT-C Tri-Motor,NC407H,5-AT-066,15   (passengers:12  crew:3),3   (passengers:0  crew:3),0,Crashed on take off due to engine failure.
"April 10, 1934",?,"Ningpo Bay, China",China National Aviation Corporation,?,?,Sikorsky S-38BB,NV17V,?,3   (passengers:1  crew:2),3   (passengers:1  crew:2),0,?
"May 09, 1934",?,English Channel,Air France,?,"Dieppe, France - New Haven, England",Wibault 282T,F-AMHP,8,6   (passengers:3  crew:3),6   (passengers:3  crew:3),0,Crashed into the English Channel and sunk immedately in fog.
"May 31, 1934",0500,"Croydon, England",Air France,?,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,?,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The cargo plane struck an aerial mast and crashed into houses while attempting to take off.
"June 09, 1934",1700,"Mongaup Mountain, New York",American Airways,?,New York - Chicago,Curtiss Condor T-32,NC12354,22,7   (passengers:4  crew:3),7   (passengers:4  crew:3),0,"Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2,000 feet in fog and thunderstorms while en route. Pilot deviated from the prescribed course and flew over hazardous terrain."
"June 11, 1934",1100,"Junin, Argentina",Panagra,?,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,NC8417,5-AT-055,10   (passengers:7  crew:3),6   (passengers:3  crew:3),0,"Crashed into Mar Chiquita Lagoon during a heavy rainstorm. The aircraft was named ""San Pedro."""
"June 22, 1934",?,"Chausseehausen, Germany",Deutsche Lufthansa,?,?,Dornier Merkur,D-1445,176,7   (passengers:5  crew:2),1   (passengers:0  crew:1),0,Weather related.
"June 23, 1934",0600,"Burbank, California",Aerevias Centrales Air Service,?,Mexico - Burbank,Lockheed Orion,XA-BEJ,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.
