Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 03, 1994",1208,"Near Mamony, Siberia, Russia",Baikal Air,130,Irkutsk - Moscow,Tupolev TU-154M,RA-85656,89A801,124   (passengers:115  crew:9),124   (passengers:115  crew:9),1,"The plane crashed during takeoff following a fire in the No. 2 engine and subsequent loss of the two remaining engines. Faulty air starter unit. Crew took off ignoring the ""starter warning light"" thinking it was false.  The crew underestimated the severity of the situation due to shortcomings in the operational documentation.  Breakup of the No.2 engine starter, damaging fuel and oil lines and causing a fire."
"January 07, 1994",2321,"Columbus, Ohio",Atlantic Coast Airlines (United Express),6291,"Washington D.C. - Columbus, OH",British Aerospace Jetstream 4101,N304UE,41016,8   (passengers:3  crew:5),5   (passengers:2  crew:3),0,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamic stall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a  ""glass cockpit"" automated aircraft."
"February 24, 1994",1116,"Nalchik, Russia",North Western Air Transport,SP9045,Volgograd - Nalchik,Antonov AN-12V,RA-11118,013480002,13   (passengers:7  crew:6),13   (passengers:7  crew:6),0,"While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer."
"February 25, 1994",1946,"East Midlands, England",British World Airways,4272,Edinburgh - Coventry,Vickers 813 Viscount,G-OHOT,349,2   (passengers:0  crew:2),1   (passengers:0  crew:1),0,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operator's procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffic services."
"February 25, 1994",?,"Near Carpish, Peru",Expresso Aéreo,?,Jananjui - Tocache - Tingo Maria - Lima,Yakovlev YAK-40,OB-1559,9640950,31   (passengers:26  crew:5),31   (passengers:26  crew:5),0,"The plane struck Cerro Carpich at 4,000 ft., 6 minutes after leaving the airport at Tingo Maria."
"March 02, 1994",1759,"New York, New York",Continental Airlines,795,New York City - Denver,McDonnell Douglas MD-82,N18835,49439,116   (passengers:110  crew:6),0   (passengers:0  crew:0),0,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/static heat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service."
"March 08, 1994",1454,"New Delhi, India",Sahara,?,Training,Boeing 737-2R4C,VT-SIA,21763/571,4   (passengers:0  crew:4),4   (passengers:0  crew:4),0,Crashed during touch-and-go exercises. Application of wrong rudder by trainee pilot  during engine failure exercise. Captain did not guard/block the rudder control and give clear commands as instructor so as to obviate the application of wrong rudder control by the trainee pilot.
"March 14, 1994",?,"Off Malindi, Kenya",Military - U.S. Air Force,?,Mombasa - Mogadishu,Lockheed C-130H Hercules,69-6576,4351,8   (passengers:0  crew:8),8   (passengers:0  crew:8),0,Crashed into sea after a shell exploded in one of the gun barrells.
"March 17, 1994",2230,Near Nag,Military - Iranian Air Force,-,Tehran - Moscow,Lockheed Hercules C-130,5-8521,4432,32   (passengers:19  crew:13),32   (passengers:19  crew:13),0,Shot down with a missile by Armenian forces while en route.
"March 18, 1994",1143,"Key West, Florida",Chalk's International Airlines,?,Key West Harbor - Key West,Grumman G-73T Turbo Mallard,N150FB,J-51,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"After discharging passengers the sea plane took off, the nose pitched up and crashed. Failure of the pilot-in-command to assure the bilges were adequately pumped free of water, which resulted in the aft center of gravity limit to be exceeded, and failure of the aircrew to follow the checklist. A factor related to the accident was the water leak."
