Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 02, 1987",16:30,"Off Bata, Equatorial Guinea",Military - Spanish Air Force.,?,Bata - Malabo,CASA 212-100,T-12B-32,65,22   (passengers:19  crew:3),22   (passengers:19  crew:3),0,The domestic flight crashed off the island of Bioko and sending a distress message. Engine failure.
"January 03, 1987",0145,"Abidjan, Ivory Coast",Varig,797,Abidjan - Rio de Janeiro,Boeing B-707-379C,PP-VJK,19822/726,51   (passengers:39  crew:12),50   (passengers:38  crew:12),0,The plane crashed in the jungle while returning to Abidjan after taking off with the No. 1 engine on fire.
"January 13, 1987",1330,"Near Asmara, Ethiopia",Military - Ethiopian Air Force,?,Asrmara - Addis Ababa,Antonov AN-12,?,?,54   (passengers:49  crew:5),54   (passengers:49  crew:5),0,Crashed after taking off from Johannes IV Airport after attempting to return for an emergency landing. The crew radioed they were having technical difficulties three minutes after taking off. While attempting to return to the airport the plane crashd. Mechanical malfunction.
"January 15, 1987",1252,"Salt Lake City, Utah",Skywest Airlines / Private.,1834,Pocatello - Salt Lake City,Swearingen SA-226TC / Mooney M-20C,N163SW / N6485U,TC-327 /,10   (passengers:8  crew:2),10   (passengers:8  crew:2),0,"Midair collision with a Mooney M-20 at 7,000 ft. Ten killed on the Swearingen and none on the Mooney.  Procedures and directives not followed by the Mooney pilot. Lack of navigational vigilance by the Mooney instructor pilot which led to the authorized intrusion into the Salt Lake City airport radar service area. Contributing factor was the absence of a Mode-C transponder on the Mooney airplane and the limitations of the air traffic control system to provide collision protection."
"January 16, 1987",0811,"Tashkent, Uzbekistan",Aeroflot,I-505,Tashkent - Shahrizyabz,Yakovlev YAK-40,CCCP-87618,9131918,9   (passengers:5  crew:4),9   (passengers:5  crew:4),0,"While taking off, the aircraft banked sharply to the left and crashed. Encounted a wake vortex from another aircraft."
"February 06, 1987",?,"Off Papua, New Guinea",Talair,?,Rabaul - Hoskins,Embraer 110P2 Bandeirante,P2-RDM,110-262,17   (passengers:15  crew:2),14   (passengers:12  crew:2),0,Ditched into the sea in poor weather conditions.
"February 09, 1987",1130,"Near Khost, Afghanistan",Military - Afghan Republican Air Force,?,Khost - Kabul,Antonov AN-26,?,?,36   (passengers:30  crew:6),36   (passengers:30  crew:6),0,Shot down by a Stinger missile by Afghan guerillas.
"March 04, 1987",1434,"Detroit, Michigan",Northwest Airlink,2268,Cleveland - Detroit,CASA 212 Aviocar 200,N160FB,160,22   (passengers:20  crew:2),9   (passengers:7  crew:2),0,"While approaching to land the plane suddenly yawed to the left, rolled right and struck ground left of the runway. It then skidded into 3 ground vehicles and caught fire. The captain's inability to control the airplane in an attempt to recover from an asymmetric power condition at low speed following his intentional use of the beta mode of propeller operation to descend and slow the airplane rapidly on final approach for landing. The fatalities were attributed to a post crash fire, lack of fire-blocking material, and poorly designed aircraft components. Improper use of powerplant controls. Improper maintenance adjustment."
"March 06, 1987",1910,"Near Almaty, Kazakhstan",Aeroflot,?,Biysk - Alma-Ata,Antonov An-26,CCCP-26007,9901,9   (passengers:4  crew:5),9   (passengers:4  crew:5),0,The cargo plane struck the side of a mountain while setting up for the approach. The ATC didn't monitor the plane for at least  2 minutes after observing the plane taking a wrong course. When the ATC tried to contact the plane to tell them of the mistake the crew never responded because communications in the vicinity of the mountain blocked the signal.
"March 13, 1987",?,"Spokane, Washington",Military - U.S. Air Force,?,Training,Boeing KC-135,60-0361,18136/475,6   (passengers:0  crew:6),6   (passengers:0  crew:6),1,Stalled and went into a spin during a low-level refueling practice. The stall was propagated by the wake of a B-52.
"March 21, 1987",1355,"Mount San Gorgonio, California",California Air National Guard,?,?,F-4C Phantom jet fighter,64-0923,1403,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"Dean Paul ""Dino"" Martin, 35, son of entertainer Dean Martin was killed when the Phantom jet he was piloting crashed into the San Bernardino Mountains. Permission was given by March Air Force Base ATC to perform a ""maximum climb"" takeoff. The aircraft was seen disappearing into a scattered cloud ceiling at 4,700 feet.  Radar contact was lost 9 minutes into the flight. The crash site was found on the 3rd day of searching in the San Bernardino Mountains. An investigation revealed the aircraft flew, inverted, into a solid wall of granite between two mountain peaks at an altitude of 3,750 feet  and at an estimated speed of 560 mph. The aircraft was literally pulverized into the granite. The ""maximum climb"" takeoff, g forces associated with this type of flight and the dense cloud cover negatively affected the pilots ability to know his position and aircraft attitude."
"March 30, 1987",1100,"Near Parachinar, Pakistan",Military - Afghan Republican Air Force,?,Kaboul-Khost,Antonov AN-26,?,?,40   (passengers:36  crew:4),40   (passengers:36  crew:4),0,Shot down by a Pakistani F-16 jet fighter firing an air-to-air missile.
"April 04, 1987",1440,"Medan-Polonia, Indonesia",Garuda Indonesia Airlines,035,Banda Aceh - Medan,McDonnell Douglas DC-9-32,PK-GNQ,47741/836,45   (passengers:37  crew:8),27   (passengers:23  crew:4),0,The aircraft crashed on approach during heavy rain after hitting an antenna. Windshear.
"April 13, 1987",2155,"Kansas City, Kansas",Burlington Air Express,?,Wichita - Kansas City,Boeing 707-351C,N144SP,19209/510,4   (passengers:1  crew:3),4   (passengers:1  crew:3),0,The cargo plane flew into the ground short of the runway despite warnings from the controller. Improper IFR procedure. Disregarded decision height. Disregarded warnings.
"April 23, 1987",1935,"Wilmington, North Carolina",Air-Lift Commuter,?,Wilmington - Lumberton,Swearingen SA-26TC Metro II,N505LB,TC-202,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The cargo plane lost the No. 2 engine while taking off and crashed into trees and caught fire. Poor in-flight planning. Emergency procedures not followed. The right engine did not have the latest welding process and failed causing a uncontained turbine failure.
"May 05, 1987",?,"Malakal, Sudan",Sasco Air Lines,?,Malakal-Khartoum,Cessna 404 Titan II,ST-AIJ,404-0612,14   (passengers:12  crew:2),14   (passengers:12  crew:2),0,Shot down by rebels shortly after taking off.
"May 08, 1987",0650,"Mayaguez, Puerto Rico",American Eagle,5452,"San Juan, PR - Mayaguez, PR",CASA 212 Aviocar 200,N432CA,271,6   (passengers:4  crew:2),2   (passengers:0  crew:2),0,Improper maintenance in setting propeller flight idle blade angle and engine fuel flow resulting in a loss of control from an asymmetric power condition. A factor contributing to the accident was the pilot's unstabilized visual approach.
"May 09, 1987",1112,"Warsaw, Poland",LOT Polish Airlines,5055,Warsaw - New York City,Ilyushin IL-62M,SP-LBG,3344942,183   (passengers:172  crew:11),183   (passengers:172  crew:11),0,"The No. 2 engine failed, causing an engine fire, cabin decompression, damage to the  No. 1 engine, loss of  elevator control and damage to the electrical system. A fire in the cargo hold was not detected because of damage to the fire warning system. While attempting to return to Warsaw and attempting a turn to land, the aircraft crashed into a forest, 9 miles short of the runway. The cause of the engine failure was an overheated bearing. The aircraft was named Tadeusz Kosciuszko."
"May 11, 1987",1800,"Pickle Lake, Ontario, Canada",Air Manitoba,?,Big Trout - Pickle Lake,Douglas C-47B,C-FADD,26324,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The cargo plane lost the left wing while in a holding pattern. The left wing failed under normal flight loads as a result of a fatigue crack in the center section lower wing skin. Anomalies in the radiographs taken during mandatory non-destructive testing inspections were not correctly interpreted.
"May 20, 1987",?,"Santa Cruz, Bolivia",YPFB Transportes Aereos,?,Camiri - Santa Cruz,de Havilland Canada DHC-6 Twin Otter 300,CP-1018,363,16   (passengers:13  crew:3),14   (passengers:11  crew:3),0,Crashed into high terrain in poor weather.
"May 23, 1987",?,"Near Ruteng, Indonesia",Merpati Nusantara Airlines,?,?,de Havilland Canada DHC-6 Twin Otter 300,PK-NUW,474,8   (passengers:6  crew:2),8   (passengers:6  crew:2),0,Crashed into a ditch while attempting to land at Ruteng.
"May 25, 1987",?,"Ilaga, Indonesia",Missionary Aviation Fellowship,?,?,de Havilland Canada DHC-6 Twin Otter 100,PK-MAM,76,30   (passengers:29  crew:1),7   (passengers:6  crew:1),0,Crashed into a ravine while attempting to land.
"June 11, 1987",0630,"Khost, Afghanistan",Bakhtar Afghan Airlines,?,Khost-Kaboul,Antonov AN-26,YA-BAL,14105,53   (passengers:48  crew:5),53   (passengers:48  crew:5),0,Shot down by rebel forces with a surface-to-air missile.
"June 18, 1987",1000,"Near Montelillo, Peru",Military - Peruvian Air Force,?,Lima - Saposa,Antonov AN-26,FAP-392,5805,46   (passengers:40  crew:6),46   (passengers:40  crew:6),0,Crashed into a gorge near the Jerache River  while en route on a domestic flight in adverse weather conditions.
