Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 05, 1970",2225,"Stockholm, Sweden",Spantax,?,Stockholm - Zurich,Convair CV-990-30A-5,EC-BNM,30-10-32,10   (passengers:7  crew:3),5   (passengers:5  crew:0),0,"The plane developed trouble in the No. 4 engine and the takeoff was aborted and the plane returned to the gate.  It was decided to continue the ferry flight to Zurich on three engines.  As the aircraft started its take-off roll the nose yawed to the right. This was corrected by retarding no.1 engine power. The aircraft rotated at 134kts with 27deg. Flaps. While climbing, the aircraft banked 4 to 6 degrees to the right and the airspeed dropped to 10kts below V2. The plane then contacted some tree tops, banked 10 to 15 degrees and crashed. Unexpected early loss of external visual reference after take-off and loss of directional control during transition from visual to instrument flying. Windshear."
"January 12, 1970",1200,Near Villia Greece,Military - Royal Hellenic Air Force,?,Military exercise,Douglas C-47,?,?,27   (passengers:22  crew:5),23   (passengers:19  crew:4),0,"The aircraft, carrying paratroopers, crashed into a mountain in fog."
"January 13, 1970",0600,"Faleolo, Western Samoa",Polynesian Airlines,208B,"Apia, Western Samoa - Pago Pago, American Samoa",Douglas DC-3,5W-FAC,16964,32   (passengers:29  crew:3),32   (passengers:29  crew:3),0,"Crashed into a lagoon 400 yards past the end of the runway, seconds after taking off after the plane pitched up and stalled. Windshear, precipitation and turbulence."
"January 14, 1970",?,"Mt. Pumacona, Peru",Faucett,?,Trujillo - Juanjui,Douglas DC-4,OB-R-776,10591,28   (passengers:24  crew:4),28   (passengers:24  crew:4),0,"Flew into a 10,500 ft. mountain. The mental state of the pilot-in-command adversely affected his judgement and efficiency. Contributing factors  ATC error, navigational aids not functional."
"January 25, 1970",1913,"Near Delhi, India",Royal Nepal Airlines,?,Kathmandu - Delhi,Fokker F-27 Friendship 200,9N-AAR,1965,23   (passengers:18  crew:5),1   (passengers:0  crew:1),0,The aircraft crashed short of the runway after entering a thunderstorm and encountering windshear.
"January 25, 1970",?,"Near Poza Rica, Mexico",Charter -Federal Electricity Commission,?,Mexico City - Poza Rica,Convair CV-240-2,XB-DOK,071,19   (passengers:15  crew:4),18   (passengers:14  crew:4),0,Crashed into Vega Hill located six km east of the airfield while on approach. The plane was carrying Mexican journalists covering the presidential campaign.
"January 28, 1970",2053,"Near Batagai, Russia",Aeroflot,?,Chokurdakh - Batagay,Antonov AN-24,CCCP-47701,59900202,34   (passengers:28  crew:6),34   (passengers:28  crew:6),0,Crashed into a mountain while on approach after executing a premature descent.
"January 28, 1970",0749,"Cleveland, Ohio",TAG Airlines,?,Cleveland - Detroit,De Havilland Dove,N2300H,04444,9   (passengers:7  crew:2),9   (passengers:7  crew:2),0,The aircraft suffered an airframe failure while en route. Fatigue fracture of wing attachment fitting bolts. FAA replacement time exceeded.
"January 29, 1970",1927,"Near Murmansk, Russia",Aeroflot,145,Leningrad - Murmansk,Tupolev TU-124,CCCP-45083,5351706,11   (passengers:32  crew:6),11   (passengers:8  crew:3),0,Collided with a snow-covered rocky mountain slope 40 km northeast of Batagay Airport at an altitude of 1020 meters. The crew had initiated a descent prematurely.
"February 04, 1970",1345,"Apuseni mountains, Romania",Tarom,?,Bucharest - Oradea,Antonov AN-24V,YR-AMT,77303310,22   (passengers:18  crew:4),21   (passengers:17  crew:4),0,"While descending in poor weather conditions, the airplane struck tree tops, stalled and crashed in a snow covered hill located in the Vladeasa Mountain Range, about 73 km southeast of Oradea Airport."
