Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 14, 1963",2338,"Kaktovik (Barter Island), Alaska",Wien,?,Perry Island - Kaktovik,Beechcraft AT-11 Kansan,N65458,4084,6   (passengers:5  crew:1),5   (passengers:4  crew:1),0,"While on approach to Kaktovik Airport, the pilot encountered poor weather conditions with fog. Descending under VFR, the twin engine aircraft struck the ground a few km short of runway.  The pilot descended too low under VFR in poor weather conditions and reduced visibility. Three of the victims were USAF officers."
"January 14, 1963",0841,"Tazovskoye, Russia",Aeroflot,?,Tazovskoye - Salekhard,Lisunov LI-2,CCCP-71186,184 293 09,25   (passengers:21  crew:4),12   (passengers:8  crew:4),0,"After the takeoff roll, the pilot pulled up and started the rotation when the aircraft banked right and crashed. The flight was dispatched despite the fact that the visibility and weather conditions were below minima at the time of the accident."
"January 15, 1963",1612,"Sao Paulo, Brazil",Cruzeiro,403,Rio de Janeiro - São Paulo,Convair CV-240-0,PP-CEV,006,45   (passengers:40  crew:5),6   (passengers:5  crew:1),7,The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain. Control was lost while attempting a go around manoeuvre due top the failure of the left engine.
"January 17, 1963",1553,"Great Salt Lake, Utah",West Coast Airlines,703,Training,Fairchild F-27,N2703,6,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,Crashed into the Great Salt Lake while practicing an emergency decent during training. Crews lack of vigilance for undetermined reason.
"January 26, 1963",?,"Kotzebue, Alaska",Skyvan Airways,?,Kotzebue - Cape Lisburne,Curtiss C-46F,N67933,22380,2   (passengers:0  crew:2),1   (passengers:0  crew:1),0,The cargo plane crashed after a go-around was attempted.  An uncontrollable loss of altitude caused by adverse wind conditions during an attempted go-around.
"January 29, 1963",2244,"Kansas City, Missouri",Continental Airlines,290,"Midland, TX - Kansas City, MO",Vickers Viscount 812,N242V,356,8   (passengers:5  crew:3),8   (passengers:5  crew:3),0,"While making a straight in approach, the aircraft continued flying over the runway to the south end and while at a height of 90 feet, suddenly pitched down and struck the ground. Icing of the horizontal stabilizer which led to loss of pitch control."
"January 30, 1963",0200,"Off Patuxent River, Maryland",Military - U.S. Navy,?,Training,Lockheed P-3A Orion,149672,5013,14   (passengers:0  crew:14),14   (passengers:0  crew:14),0,"Crashed en route into the ocean, 231 miles east of Atlantic City, New Jersey.."
"February 01, 1963",1715,"Ankara, Turkey",Middle East Airlines / Military - Turkish Air ForceC-47,265,Nicosia - Ankara,Vickers Viscount 754D / Douglas C-47,OD-ADE/ CBK-28,244/?,17   (passengers:11  crew:6),17   (passengers:11  crew:6),87,"Midair collision between a civilian and military aircraft. Both planes crashed into a heavily populated area destroying buildings, houses and vehicles. Fourteen killed on the Viscount, three on the C-47 and 87 on the ground. Cause attributed to a military flight training zone extending into the approach pattern associated with civilian aircraft. The Viscount aircraft had an IFR flight plan but was cruising under VFR conditions and did not see the C-47 until it was too late."
"February 03, 1963",1207,"San Francisco, California",Slick Airways,40,Norfolk - Dallas - China Lake,Lockheed 1049H Super Constellation,N9740Z,4851,8   (passengers:5  crew:3),4   (passengers:2  crew:2),0,"The aircraft struck approach lights 1,170 feet from the runway threshold, climbed to about 200 feet and then crashed approximately 1,900 feet beyond the threshold and on the left edge of Runway 28L. Continuation of an instrument approach after adequate visual reference was lost below authorized minimums. Inadequate monitoring of the  instrument approach by the PAR controller was a contributing factor."
"February 08, 1963",1737,"Syktyvkar ,Russia",Aeroflot,?,Training,Antonov An-10A,CCCP-11193,0402104,7   (passengers:0  crew:7),7   (passengers:0  crew:7),0,The plane stalled and crashed.
