Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 01, 1985",2030,"Near La Paz, Bolivia",Eastern Air Lines,980,"Asuncion, Paraguay - La Paz, Bolivia",Boeing B-727-225 Adv,N819EA,22556/1793,29   (passengers:19  crew:10),29   (passengers:19  crew:10),0,"The aircraft hit Mt. Illimani at an altitude of 19,600 feet after being cleared to descend during an approach to La Paz. The crew did not follow the prescribed airway. Navigation error. Controlled flight into terrain."
"January 09, 1985",0700,"Kansas City, Kansas",TPI International Airways,?,Detroit - Kansas City,Lockheed L-188AF Electra,N357Q,1044,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The cargo plane executed a missed approach because it was too high. The copilot mistakenly lined up with nearby Fairfax Airport to land. The captain took over and entered a steep climb for a go-around. The plane stalled and entered a dive and crashed into a water treatment plant. Improper IFR procedure. Airspeed not maintained which led to an inadvertent stall.
"January 18, 1985",?,"Jinan, China",CAAC,5109,Nanjing - Jinan,Antonov AN-24B,B-434,27308110,41   (passengers:34  crew:7),38   (passengers:31  crew:7),0,Crashed after overshooting the runway in rain and fog.
"January 19, 1985",0822,"Havana, Cuba",Cubana de Aviacion,?,Havana - Managua,Ilyushin IL-18D,CU-T899,188011102,38   (passengers:33  crew:5),38   (passengers:33  crew:5),0,The airliner crashed after takeoff. Failure of the artificial horizon and obstruction of aileron control due to shifted cargo.
"January 20, 1985",2315,"Carson, New Mexico",Air Taxi - EMS,?,"Albuquerque, NM - Taos, NM -",Bell 206 L-1,N40TE,45712,3   (passengers:2  crew:1),3   (passengers:2  crew:1),0,The helicopter crashed in open terrain during a turn to reverse direction. Witnesses stated the aircraft was heading north and was on a converging course with high tension lines that were about 80 to 100 ft high and the belly counted spotlight was illuminated when it passed overhead. The helicopter impacted snow covered terrain in a steep descending bank to the right at a high rate of speed on a southerly heading. The power lines showed no evidence of having been struck. Pilot did not maintain directional control.
"January 21, 1985",0104,"Reno, Nevada",Galaxy Airlines,203,"Reno, NV - Minneapolis-St. Paul, MN",Lockheed L-188A Electra,N5532,1121,71   (passengers:65  crew:6),70   (passengers:64  crew:6),0,"The aircraft crashed while returning to the airport after reporting severe vibrations. While attempting to land, the aircraft crashed into a  field, bounced and slid into mobile homes. A ground handler forgot to close an air start access door. The crew's failure to control and monitor the flight path and air speed of the aircraft after detecting the vibration."
"January 22, 1985",0935,"Off Puerto Castilla, Honduras",Military - U.S. Air Force,?,Howard AFB - Trujillo AP,Lockheed C-130A,56-0501,3109,21   (passengers:16  crew:5),21   (passengers:16  crew:5),0,"Crashed into the Caribbean sea, 8 miles northwest of the airport where it was scheduled to land."
"January 23, 1985",1035,"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,?,Medellin - Quibdo,de Havilland Canada DHC-6 Twin Otter 300,HK-1910,497,23   (passengers:21  crew:2),23   (passengers:21  crew:2),0,"Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR."
"January 23, 1985",1035,"Near Buga, Colombia",AIRES Colombia,585,Florencia - Cali,Embraer 110P1 Bandeirante,HK-2638,110341,17   (passengers:15  crew:2),17   (passengers:15  crew:2),0,"The aircraft crashed into a mountain at 8,500 ft. while descending to land at Buga. Continued VFR flight into deteriorating weather conditions."
"February 01, 1985",0801,"Minsk, Belarus, USSR",Aeroflot,7841,Minsk - Leningrad,Tupolev TU-134A,CCCP-65910,63971,80   (passengers:74  crew:6),58   (passengers:55  crew:3),0,The aircraft crashed shortly after taking off from Minsk.Double engine failure due to ice ingestion.
"February 04, 1985",1951,"Soldotna, Alaska",North Pacific Airlines,-,"Anchorage, AK - Anchorage, AK",Beech Queen Air 65-A80,N50NP,LD-231,9   (passengers:8  crew:1),9   (passengers:8  crew:1),0,Crashed into trees while attempting a go-around in poor weather. Improper minimum descent atlitiude and missed approach. Improper inflight decision. Improper missed approach. Minimum descent altitude not maintained.
"February 19, 1985",1015,"300 nm NW of San Francisco, California",China Airlines (Taiwan),006,Taipei - Los Angeles,Boeing B-747-SP-09,N4522V,22805/564,274   (passengers:251  crew:23),0   (passengers:0  crew:0),0,"The aircraft descended in an uncontrolable dive, from 41,000 to 9,500 ft. after the crew shut down an engine.  The captain, preoccupied the malfunctioning engine, didn't properly monitor instruments and over relied on the autopilot and did not use his rudder to keep the plane from rolling . The autopilot disengaged after it could not handle the excessive roll caused by the shut down engine. The captain failed to make the proper flight corrections to recover the aircraft. After a terrifying series of inadvertent aerobatics, the plane leveled off at 9,500 feet and managed to land safely at San Francisco. Forces during the inverted spin were estimated to be from +6G to -4G. The landing gear was forced out through the closed doors, breaking the doors, which flew back and took out part of the rudder and elevator."
"February 19, 1985",0927,"Near Durango, Vizcaya, Spain",Iberia Airlines,610,Madrid - Bilbao,Boeing B-727-256,EC-DDU,21777/1487,148   (passengers:141  crew:7),148   (passengers:141  crew:7),0,"The aircraft crashed into an antenna on Mt. Oiz. Incorrect interpretation of Ground Proximity Warning System. The captain was heard shouting ""shut up"" at the GPWS as it announced ""pull up.""  Overconfidence in altitude alert system. Incorrect interpretation of its warnings."
"February 22, 1985",?,"Timbuktu, Mali",Air Mali,?,Tombouctou - Bamako,Antonov AN-24V,TZ-ACT,87304104,51   (passengers:49  crew:2),50   (passengers:48  crew:2),0,Crashed after taking off. The plane was not able to return to the airport after experiencing an engine failure.
"February 25, 1985",?,"Near Valdez, Alaska",Military - U.S. Air Force,?,Eielson-Valdez-Eielson,Boeing RC-135T,55-3121,17237/4,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,Struck a mountain in poor weather during a third practice approach.
"March 12, 1985",?,"Fort Hood, Texas",Military - U.S. Air Force,?,Training,Lockheed C-130E Hercules,64-0549,4044,6   (passengers:0  crew:6),6   (passengers:0  crew:6),0,Stalled during a training exercise and crashed.
"March 28, 1985",0950,"Near Florencia, Colombia",SATENA,?,Bogota - San Vicente del Caguán - Florencia,Fokker F-28 Fellowship 3000,FAC-1140,11165,46   (passengers:40  crew:6),46   (passengers:40  crew:6),0,The domestic flight crashed into a mountain while attempting to land at Florencia in rain and dense fog.
