Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 05, 2000",?,"Abuja, Nigeria",Skypower Express Airways,?,Lagos - Abuja,Embraer 110P1A Bandeirante,5N-AXL,110-455,16   (passengers:13  crew:3),1   (passengers:1  crew:0),1,During a visual approach the aircraft stalled and pancaked 400 ft. short of the runway.
"January 10, 2000",1754,"Niederhasli, Switzerland",Crossair,498,Zürich - Dresden,Saab 340B,HB-AKK,213,10   (passengers:7  crew:3),10   (passengers:7  crew:3),0,"The aircraft crashed shortly after taking off, 8 km from the airport in light rain. After departing, the captain turned the aircraft to the right instead of to the left. The first officer advised the captain he should be turning left and ATC also asked about the direction taken. ATC then cleared the aircraft for a right turn. Soon after, the pitch decreased rapidly accompanied by a marked speed increase and plane entered a high speed, high-rate, spiral descent and crashed into an open field. The flight crew reacted inappropriately to the change in departure clearance SID ZUE 1Y by ATC. The first officer made an entry in the FMS, without being instructed to do so by the commander, which related to the change to the SID ZUE 1 standard instrument departure. In doing so, he omitted to select a turn direction. The captain dispensed with use of the autopilot under instrument flight conditions and during the work-intensive climb phase of the flight. The captain took the aircraft into a spiral dive to the right because, with a probability bordering on certainty, he had lost spatial orientation. The first officer took only inadequate measures to prevent or recover from the spiral dive. The commander was not systematically acquainted by Crossair with the specific features of western systems and cockpit procedures. Specifically both pilots  had trained in the Soviet Union, where the attitude indicator works differently. Theirs show an icon of the airplane changing position in front of a fixed horizon, mimicking what an observer outside the plane would see if there was daylight; but western type indicators show a fixed airplane icon and an artificial horizon changing position, mimicking what the pilot would see.  Consequently the diagonal line on the display is angled the same way for a right turn on one type as for a left turn on the other type."
"January 13, 2000",1238,"Off Marsa el-Brega, Libya",Avisto,?,Tripoli IAP - Marsa el-Brega,Shorts 360-300,HB-AAM,SH-3763,41   (passengers:38  crew:3),22   (passengers:21  crew:1),0,"The aircraft was on a flight from Tripoli to Marsa el-Brega Libya ferrying oil workers. As the twin engine plane approached Marsa El-Brega, the crew experienced a double engine failure and ditched into the sea. Failure of the crew to use the anti-icing system which led to the ingestion of melting ice into both engines causing failure of both engines."
"January 15, 2000",1310,"San Jose, Costa Rica",TACA,?,San Jose - Tortuguero,Let 410UVP-E,YS-09-C,861620,20   (passengers:17  crew:3),5   (passengers:4  crew:1),0,The aircraft was not able to maintain altitude after taking off and crashed into a house. The aircraft was overloaded. Lack of safety instruction to passengers. Flaps not properly selected. Took off without clearance.
"January 30, 2000",2108,"Off Abidjan, Ivory Coast",Kenya Airways,431,Abidjan - Lagos,AirbusA310-304,5Y-BEN,426,179   (passengers:169  crew:10),169   (passengers:159  crew:10),0,"The aircraft crashed into the Atlantic Ocean three minutes after taking off from Felix Houphouet-Boigny Airport.  A few seconds after lifting off the ground the stall warning sounded and continued for about 20 seconds until it was manually turned off by the crew. Three seconds later the plane impacted the water. The pilot's response to an alarm that inaccurately indicated the plane had stalled. The pilot failed to complete established procedure for such an emergency. Takeoff conditions also contributed to the accident, which occurred at night, hampering the crew's ability to judge the plane's distance from the sea."
"January 31, 2000",1621,"Off Point Mugu, California",Alaska Airlines,261,Puerto Vallarta - San Francisco,McDonnell Douglas MD-83,N963AS,53077/1995,88   (passengers:83  crew:5),88   (passengers:83  crew:5),0,"The aircraft crashed into the Pacific Ocean south of Point Mugu in 650 ft. feet of water while en route from Puerto Vallarta to San Francisco. Radio transmissions from the plane indicated the pilots were struggling with a jammed stabilizer for the last 11 minutes of the flight before nose-diving into the sea. While preparing to make an emergency landing at Los Angeles International Airport control was lost and the MD-83 was seen in a nose-down attitude, spinning and tumbling in a continuous roll, inverted, before it impacted the sea.  Loss of airplane pitch control resulting from in-flight failure of the horizontal stabilizer trim system jackscrew assembly's acme nut thread. The component failed because of excessive wear resulting from Alaska Airlines' insufficient lubrication of the jackscrew assembly. Contributing to the accident were Alaska Airlines' extended lubrication interval and the Federal Aviation Administration's approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads and Alaska Airlines' extended end play check interval and the FAA's approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. Also contributing to the accident was the absence on the McDonnell Douglas MD-80 of a fail-safe mechanism to prevent the catastrophic effects of total acme nut thread loss. Cynthia Oti, radio financial talk show host, Dean Forshee, guitarist, Jean Gandesberry, columnist, Tom Stockley, columnist were among those killed."
"February 02, 2000",?,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,?,Training,Lockheed C-130 Hercules,?,?,8   (passengers:?  crew:?),8   (passengers:?  crew:?),0,Crashed on take off.
"February 16, 2000",1950,"Sacramento, California",Emery Worldwide,17,"Sacramento, CA - Dayton, OH",McDonnell Douglas DC-8-71F,N8079U,45947/341,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The cargo plane lost altitude after taking off and crashed into a auto salvage yard and burned. A loss of pitch control resulting from the disconnection of the right elevator control tab. The disconnection was caused by the failure to properly secure and inspect the attachment bolt.
"March 05, 2000",1811,"Burbank, Calilfornia",Southwest Airlines,1455,Las Vegas - Burbank,Boeing B-737-3T5,N668SW,23060/1069,142   (passengers:137  crew:5),0   (passengers:0  crew:0),0,"While attempting to land at Burbank Airport, the plane overran the runway, collided with a metal blast fence and an airport perimeter wall and came to rest on a city street near a gas station. The plane touched down at 182 knots, 2,150 feet past the runway threshold, too fast and too far down the runway for the plane to stop in time.  In the accident sequence,  the nose gear collapsed, the forward service door (1R) escape slide inflated inside the airplane and  the forward dual flight attendant jumpseat, which was occupied by two flight attendants, partially collapsed. Two passengers sustained serious injuries and 41 passengers and the captain sustained minor injuries. The flightcrew's excessive airspeed and flight path angle during the approach and landing and its failure to abort the approach when stabilized approach criteria were not met. Contributing to the accident was the controller's positioning of the airplane in such a manner as to leave no safe options for the flightcrew other than a go-around maneuver."
"March 09, 2000",0840,"Moscow, Russia",Vologodskiye Airlines,?,Moscow - Kiev,Yakovlev YAK-40,RA-88170,9620847,9   (passengers:4  crew:5),9   (passengers:4  crew:5),0,"The aircraft climbed to an altitude of about 100 ft., stalled, lost control and crashed. Ice build up on the wings. Flaps incorrectly set."
