Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 02, 1971",0325,"Ben Gashir, Libya",United Arab Airlines,844,Algiers - Tripoli - Cairo,de Havilland Comet 4C,SU-ALC,6439,16   (passengers:8  crew:8),16   (passengers:8  crew:8),0,Crashed 7 kms from the runway in a sandstorm. Decision to land while visibility was below company minimums for that particular airport at night.
"January 09, 1971",1620,"Edison, New Jersey",American Airlines / Private,30,"San Francisco, CA - Newark, NJ",Boeing B-707-323 / Cessna 150,N7595A/N60942,19345 / ?,21   (passengers:14  crew:7),2   (passengers:0  crew:2),0,"Midair collision at 3,000 ft.  Failed to see and avoid other aircraft. The Boeing 707 landed safely. Two killed on the Cessna.  System permitted VFR operation in congested area in reduced visibility."
"January 18, 1971",1549,"Zurich, Switzerland",Balkan Bulgarian Airlines,LZ130,Paris - Zurich - Sofia,Ilyushin IL-18,LZ-BED,186009002,47   (passengers:39  crew:8),45   (passengers:38  crew:7),0,"The crew decided while on the ground at Paris not to stop at Zurich but later, while in flight, changed their minds when they received reports of improving weather. The plane crashed during the approach to Zurich after drifting to the right and below the glide path. The left wing tip and landing gear struck the ground first.The crew neglected several published procedures which led the aircraft to pass below the minimum descent altitude and the approach path."
"January 21, 1971",0735,"Near Pacae, Peru",Fuerza Aérea del Peru,?,Mazamari - Lima,Curtiss-Wright C-46,FAP-381,?,35   (passengers:30  crew:5),35   (passengers:30  crew:5),0,Crashed in the Andes mountains after experiencing engine trouble.
"January 21, 1971",0940,"Near Privas, France",L'Armée de L'Air,?,Paris - Orange,Nord 262A-34,F-RBOA,44,21   (passengers:17  crew:4),21   (passengers:17  crew:4),0,"Crashed and exploded  in a snowstorm in mountainous terrain. Thirteen of France's nuclear weapons experts were killed. The crew may misunderstood and mixed both altitude clearances of 8,000 feet till Montélimar and 5,000 feet till Orange, descending prematurely.  Controlled flight into terrain."
"January 22, 1971",2136,"Surgut, USSR",Aeroflot,?,Omsk - 	Surgut,Antonov AN-12B,CCCP 11000,5343610,14   (passengers:12  crew:2),14   (passengers:12  crew:2),0,Crashed 15 km short of the runway. Icing. The engine bleed valves were not open causing  the anti-icing system to become ineffective.
"January 23, 1971",?,"Near Sokcho, South Korea",Korean Airlines,?,Kangnung - Seoul,Fokker F-27 Friendship 500,HL-5212,10428,60   (passengers:55  crew:5),2   (passengers:1  crew:1),0,Crash landed on a beach after a hijacker detonated grenades he was carrying. The hijacker and the co-pilot were killed by the grenade explosions.
"January 25, 1971",1145,"Merida, Venezuela",Linea Aeropostal Venezolana,?,Mérida - Caracas,Vickers Viscount 749,YV-C-AMV,94,47   (passengers:43  crew:4),13   (passengers:12  crew:1),0,Crash landed onto Cruces de Daji mountain in the Andes eight minutes after taking off off from Merida.
"January 31, 1971",0441,"Voroshilovgrad, Russia",Aeroflot,?,Tyumen - Surgut,Antonov AN-10,CCCP-12996,00347403,7   (passengers:6  crew:1),7   (passengers:6  crew:1),0,Aileron oscillations coincided with flap extension. The crew misunderstood aileron oscillations for asymmetrical flap extension and retracted the flaps. The airspeed dropped to 172 knots and the aileron suddenly deflected causing a left roll. The aircraft undershot the runway and crashed. The hinge moment reversal on the ailerons caused by icing.
"February 17, 1971",?,"Mt. Cunatineuta, Ecuador",TAM (Transportes Aereos Militares),?,La Paz - San Borja,Curtiss C-46,TAM-60,26683,12   (passengers:8  crew:4),12   (passengers:8  crew:4),0,Cashed into a mountain 15 minutes after taking off in poor weather conditions. Controlled flight into terrain.
