Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 10, 1933",?,Algiers,Aeropostale,?,?,CAMS 53,F-AISV,5,3   (passengers:0  crew:3),1   (passengers:0  crew:1),0,"On the second attempt at taking off, the float plane struck waves and overturned."
"January 14, 1933",?,"Newark, New Jersey",Eastern Air Transport,?,Test flight,Curtiss Condor 18,NC185H,1168,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,Went into a vertical bank and crashed and burned.
"January 20, 1933",?,"Marietta, Georgia",American Airways,?,?,Stearman 4,N490W,4039,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed into a mountainside.
"January 20, 1933",02:07,"Bourne, Texas",American Airways,?,Big Springs - San Antonio,Stearman 4,NC11721,4039,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.
"January 24, 1933",?,"Eugene, Oregon",Pacific Air Transport,?,?,Ford 5-AT-D,NC431H,5-AT-098,3   (passengers:1  crew:2),2   (passengers:0  crew:2),0,The mail plane crashed while taking off.
"March 11, 1933",?,"Near Mendoza, Argentina",Pan American Grace Airways,?,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,NC9723,?,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,Crashed and burned.
"March 25, 1933",2007,"Hayward, California",Varney Airlines,?,Burbank - San Francisco,Lockheed Orion 9,NC12226,184,3   (passengers:2  crew:1),3   (passengers:2  crew:1),11,"The aircraft crashed into tops of two houses and smashed into a third, bursting into flames in heavy rain.  An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident.  The ceiling suddenly dropped as the plane approached its destination."
"March 28, 1933",14:30,"Near Dixmude, Belgium",Imperial Airways,?,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,G-AACI,AW-363,15   (passengers:12  crew:3),15   (passengers:12  crew:3),0,"The airliner was crusing at about 4,000 feet when fire was observed coming out of its tail section. The pilot tried to make an emergency landing but the fuselage split in two causing the aircraft to crash and burn. Although never proven, this is thought to be the first airline disaster caused by an act of satotage. The fire was thought to have been started by a passenger, Dr. Voss,  in an attempt to commit suicide. The plane was named Cit y of Liverpool."
"April 03, 1933",?,"Hemkenrode, Germany",Deutsche Lufthansa,?,?,Junkers F-13,D-534,?,2   (passengers:1  crew:1),1   (passengers:1  crew:0),0,Crashed under unknown circumstances.
"April 04, 1933",1230,"Off Barnegat, New Jersey",Military - U.S. Navy,?,?,Goodyear-Zeppelin U.S.S. Akron (airship),ZRS-4,?,76   (passengers:?  crew:?),73   (passengers:?  crew:?),0,"While cruising at 1,600 feet off New Jersey, strong air currents droped the ship to 700 feet before leveling off.  Before it could regain a safe height, it plummeted into the Atlantic Ocean. Decision by the commander to fly into a storm despite the presence of lightning."
