Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 01, 2007",1407,"Off Parepare, Indonesia",Adam Air,574,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,PK-KKW,24070,102   (passengers:96  crew:6),102   (passengers:96  crew:6),0,"While flying at FL350 the airliner went missing between Surabaya and Manado in poor weather conditions after the pilot reported strong winds. Wreckage was found 5 miles south of Parepare. The accident was caused by the autopilot being accidentally disconnected. The two pilots had been trying to fix a problem with the plane's navigation instruments when they disconnected the autopilot and lost control of the plane. Without the autopilot, the plane went out of control, listing to the right and pitching down. The IRS navigation system was repeatedly reported malfunctioning but was never repaired. This is what initially distracted the crew."
"January 09, 2007",?,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,?,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,ER-26068,11308,35   (passengers:30  crew:5),34   (passengers:29  crew:5),0,"The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers."
"January 20, 2007",?,"Near Baghdad, Iraq",Military - US Army,?,?,Sikorsky UH-60L Black Hawk,?,?,12   (passengers:10  crew:4),12   (passengers:10  crew:4),0,The helicopter crashed northeast of Baghdad. Shot down by a combination of several heavy machine guns and a shoulder-fired missile
"January 25, 2007",1115,"Pau, France",Regional Compagnie Aerienne Europeenne,7775,Pau - Paris,Fokker 100,F-GMPG,11362,54   (passengers:50  crew:4),0   (passengers:0  crew:0),1,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field."
"March 07, 2007",0714,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,200,Jakarta - Yogyakarta,Boeing B-737-497,PK-GZC,25664/2393,140   (passengers:133  crew:7),22   (passengers:21  crew:1),0,"While attempting to land, the plane overshot the runway, crashed through the airport barrier fence and burst into flames. The cockpit voice recorder revealed that the pilot and co-pilot were arguing over their speed and wing flap angles moments before the crash. An investigator stated the passenger jet was flying at up to 265 mph, almost double the normal landing speed, while attempting to land. The captain ignored the plane’s automated warning system as it sounded alarms fifteen times. He also ignored calls from the co-pilot to go around and make another approach."
"March 08, 2007",1500,"Princeville, Hawaii",Heli-USA Airways,?,Sightseeing,Aerospatiale AS350BA Rotocraft,N354NT,1168,7   (passengers:6  crew:1),4   (passengers:3  crew:1),0,"The helicopter crashed on Kauai shortly after the pilot radioed that he was having problems with the hydraulics. The helicopter hit the ground about 200 yards from it's normal landing pad. The failure of maintenance personnel to properly tighten (torque) the flight control servo lower attachment clevis, and reinstall a functioning lock washer, which resulted in a flight control disconnect and a complete loss of helicopter control. Contributing to the accident was the operator's failure to ensure its maintenance program was being executed in accordance with Federal regulations."
"March 11, 2007",2320,"Hanea, Kauai, Hawaii",Inter-Island,?,?,Mc Donnell Douglas 369FF Rotocraft,N911VC,0049FF,5   (passengers:4  crew:1),1   (passengers:1  crew:0),0,"The helicopter was flying low near the coast when there was a loud bang and parts, including the tail rotor, fell into the ocean. The helicopter then hit trees and a fence as it spiraled down into an open field. The fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control. A contributing factor to the accident were the trees that the helicopter struck during the autorotation."
"March 14, 2007",?,"Fazenda Nossa Senhora de Lourdes, Brazil","Bahia Taxi Aéreo
	
Bahia Taxi Aéreo
	
Bahia Taxi Aéreo",?,Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,"3094
	
3094",4   (passengers:2  crew:2),4   (passengers:2  crew:2),0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field."
"March 17, 2007",1140,"Samara, Russia",UTAir Airlines,UT-471,Surgut - Samara,Tuolev 134AK,RA-65021,48390,57   (passengers:50  crew:7),6   (passengers:6  crew:0),0,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The accident can be blamed on both the controller, who did not inform the pilot about the reduced visibility in time due to organizational problems, and on the pilot, who did not give the dispatcher the correct information about his landing trajectory and, consequently, did not decide to stop the landing procedure and try to take another approach at the time he should have done so."
"March 23, 2007",1700,"Mogadishu, Somalia",Transaviaexport Airlines,?,Mogadishu - Djibouti,Ilushin Il-76TD,EW-78849,1013405192,11   (passengers:5  crew:6),11   (passengers:5  crew:6),0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking off from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu."
"April 25, 2007",1405,"Near Kopinang, Guyana",Air Services,?,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,8R-GET,484,5   (passengers:4  crew:1),3   (passengers:2  crew:1),0,The plane landed at Kato and could not take off because of bad weather. Twenty minutes after eventually taking off the plane crashed into mountains while en route. A mother and her five-year-old son walked for about 16 hours through Guyana's jungle to safety after surviving the crash.
"April 27, 2007",1134,"Shatoi, Chechnya",Military - Russian,?,?,Mi 8,?,?,18   (passengers:15  crew:3),18   (passengers:15  crew:3),0,The helicopter was carrying out a missiion with two other aircraft when a rotor blade struck an object while attempting to land. Conflicting reports say the helicopter may have been shot down by Chechnyan rebels.
"May 05, 2007",0008,"Near Dizangue, Cameroon",Kenya Airways,507,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,5Y-KYA,35071/2079,114   (passengers:105  crew:9),114   (passengers:105  crew:9),0,"The plane crashed in a dense, swampy forested area, 5 km from Douala Airport, moments after taking off in stormy weather. The plane was just six months old.  After take off, the plane was banking right and the pilot did not notice the inclination, but when he did, he banked the craft further right. The pilot released the flight controls for nearly one minute without engaging the auto pilot, which could have corrected the banking angle, then at 34 degrees. However, his intervention worsened the tilt. The captain grabed the controls, appeared confused about the attitude of the airplane and made corrections in an erratic manner increasing the banking angle to 50 degrees. When the bank angle increased to 70 degrees, the captain stated ""we are crashing."" The first officer told him to level the aircraft, but quickly corrected himself and said ""left, left, left captain. The aircraft  then plunged nose down into a mangrove swamp."
"May 06, 2007",0910,"Near El-Thamad, Egypt",Military - French Air Force,?,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,742/CB,742,9   (passengers:5  crew:4),9   (passengers:5  crew:4),0,"Collided with a truck while attempting to make an emergency landing on a road. French soldiers aboard were with  the Sinai's peacekeeping force, the Multinational Force & Observers."
"May 17, 2007",1100,"Walikale Airstrip, Congo",Safe Air Complany,?,Walikale - Goma,Let 410UVP,TN-AHE,851335,3   (passengers:1  crew:2),3   (passengers:1  crew:2),0,An engine on the cargo plane caught fire shortly after taking off. An emergency return attempt to the airstrip was unsuccessful and the plane crashed into a nearby forest.
