Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 06, 1959",1120,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,?,Copan - Nuovo Octopeque,Douglas DC-3,XH-SAA,19667,5   (passengers:2  crew:3),5   (passengers:2  crew:3),0,Crashed into Mt. Pena Blanca while en route. The pilot's attempt to fly over mountainous terrain by visual reference to the ground under weather conditions restricting visibility which forced him to descend to a dangerously low altitude.
"January 08, 1959",2032,"Mt. Holston, Tennessee",Southeast Airlines,308,Nashville - Knoxville - Tri-City Aport,Douglas DC-3,N18941,2007,10   (passengers:7  crew:3),10   (passengers:7  crew:3),0,"The aircraft struck the slope of Mt Holston, located 15 miles from the airport during an ILS approach to Tri-City Airport. Pilot's failure to identify an intersection properly, resulting in flying 15 miles beyond the outer marker and descending to an alititude too low to clear high terrain. An inoperative compass was not entered into the aircraft log."
"January 11, 1959",1117,"Rio de Janerio, Brazil",Lufthansa,502,Hamburg-Frankfurt-Paris-Lisbon-Dakar-Senegal-Rio Janerio,Lockheed L 1049G Super Constillation,D-ALAK,4602,39   (passengers:29  crew:10),36   (passengers:29  crew:7),0,"Twenty minutes out of  Rio de Janerio, the crew was cleared to descend from 14,000 to 10,000 feet. After reaching  KXNDB (waypoint) they were cleared to descend to 3000 ft.. Galeaoa approach was contacted and normal position reports were made. As the plane descended over Guanabara Bay in rain, the extended nosewheel struck the water. The crew tried to continue the approach, but the aircraft crashed near Flecheiras Beach, short of the runway. The actual cause of the accident was never determined however, the most probable cause was pilot error in descending below the minimum altitude on final approach. Aircrew fatigue was considered to be a contributing factor.  Crew flight time exceeded the Brazilian limits, but did not exceed the German limitations."
"January 14, 1959",?,"Panther Peak, California",California Air Freight,?,Burbank - Seattle,Curtiss C-46F,N1240N,22404,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"The cargo plane crashed into Panther Peak at 8,500 ft. while en route."
"January 16, 1959",2140,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),205,Buenos Aires - Mar del Plata,Curtiss C-46A-50-CU,LV-GED,30514,52   (passengers:47  crew:5),51   (passengers:46  crew:5),0,"The aircraft overshot runway and a missed approach procedure was initiated. The plane gradually descended into the ocean just offshore. The pilot was not familiar with the airport and he miscalculated during the instrument approach procedure. The pilot's temporarily confused mental state when he found himself in this critical situation, effectuating his capability and skill."
"January 18, 1959",0333,"Stalingrad, Russia",Aeroflot,205,Voronezh - Stalingrad,Ilyushin IL-14P,CCCP-41863,146000701,25   (passengers:20  crew:5),25   (passengers:20  crew:5),0,Crashed in a snow covered field while attempting to land. Cause undetermined. Possibly hit by machine gun fire.
"January 21, 1959",1530,"Near Merida, Venezuela",Linea Expresa Bolivar,?,Mérida - Lagunillas - Maracaibo,Curtiss C-46D-15-CU,YV-C-LBI,33411,4   (passengers:2  crew:2),4   (passengers:2  crew:2),0,"While en route,  flying VFR the CARGO plane ran into a cloud covered El Callejon pass  at 7,000 feet. The aircraft made a 180deg turn but crashed into the La Culata Peak at an altitude of 13,500 feet. Flying of the aircraft at an insufficient altitude over an area apparently unfamiliar to the pilot."
"January 22, 1959",1700,"Dabouk, Jordan",Air Jordan,601,Jerusalem - Amman,Convair CV-240-2,JY-ACB,055,15   (passengers:11  crew:4),10   (passengers:6  crew:4),0,Struck trees during approach and crashed 2.8 miles northwest of Wadi-Es-Sir. Adverse weather conditions.
"January 27, 1959",0609,"Brindisi, Italy",Air Charter,?,England to Australia,Avro 688,G-AGRG,1255,6   (passengers:0  crew:6),2   (passengers:0  crew:2),0,"The cargo plane overran the runway while taking off, cashed and burst into flames. Windshear."
"February 01, 1959",2350,"Kerrville, Texas",General Airways,?,"Pueblo, CO - San Antoonio, TX",Douglas DC-3,N17314,1924,28   (passengers:30  crew:2),3   (passengers:1  crew:2),0,The aircraft crashed into a hill while attempting an emergency landing after experiencing icing. The captain's poor judgment in continuing into known and dangerous icing conditions.
"February 03, 1959",0100,"Mason City, Iowa",Dwyer Flying Service - Private Charter,?,Mason City - Fargo,Beechcraft Bonanza 35,N3794N,D- 1019,4   (passengers:3  crew:1),4   (passengers:3  crew:1),0,"Buddy Holly chartered the plane to fly to Fargo after appearing as part of the Winter Dance Party tour at Clearlake, Iowa.  J.P. ""The Big Bopper"" Richardson, who was suffering from the flu, talked Waylon Jennings into giving up his seat. Ritchie Valens won a coin-toss and went in place of Tommy Allsup. He commented ""I never won anything in my life"" after winning the coin-toss. The plane took off into deteriorating weather conditions. The pilot, Roger Peterson, was not certified to fly IFR. The wreckage of the plane was found the next morning in a snowy meadow, 5 miles NW of the airport. The plane hit the ground at a high rate of speed and singers Ritchie Valens, 17, Buddy Holly, 22, Jiles P. ""The Big Bopper"" Richardson, 28, as well as the pilot, were killed instantly. It appeared, the pilot became disoriented and flew the plane into the ground.  Officially: The pilot's decision to undertake a flight in which the likelihood of encountering IFR conditions existed, when he was not certified to fly IFR. Also, deficiencies in the weather briefing and the pilot's unfamiliarity with the instrument which determines the attitude of the aircraft. In later years, a story appeared in the Iowa Globe Gazette in which a pilot, Al Potter, flying in the vicinity of the aircraft that night, claimed he was in contact with the aircraft shortly before it crashed. Potter stated the pilot radioed he had taken on ice and was losing power."
"February 03, 1959",2356,"La Guardia Airport, New York, NY",American Airlines,320,Chicago - New York City,Lockheed  188A Electra,N6101A,1015,73   (passengers:68  crew:5),65   (passengers:63  crew:2),0,"While attempting to land in rain and fog at La Guardia Airport, the aircraft descended below the minimum altitude and crashed into the East River. The aircraft struck the water while in shallow descent at 150 mph with its landing gear and flaps extended. Primarily the crash resulted from the failure of the crew to properly monitor essential instruments for determining attitude due to preoccupation with particular aspects of the aircraft and its environment. Limited experience of the crew with this particular type of aircraft. Erroneous setting of the captain's altimeter. Possibly misinterpretation of the altimeter and rate of descent indicator."
"February 17, 1959",1647,"Gatwick, Surrey, England",Turkish Airlines (THY),?,Ankara - Rome -  London,Vickers Viscount 794D,TC-SEV,429,24   (passengers:16  crew:8),14   (passengers:9  crew:5),0,"While on approach, the jet lost its wings and had its engines torn off as it ploughed 300 yards through the woods and landed upside down with trees embedded in the mangled fuselage and burst into flames. The flight had been diverted to Gatwick because of fog at London.  Cause unknown."
"February 18, 1959",?,"Belen, Chile",Southern Cross Airways,?,Arica - Puerto Suarez,Curtiss C-46A,N68823,26818,5   (passengers:0  crew:5),5   (passengers:0  crew:5),0,The cargo plane was overloaded and could not maintain altitude after losing an engine. Crashed while attempting an emergency landing.
"March 05, 1959",1335,"Managua, Nicaragua",TACA,?,Las Mercedes - Tegucigalpa,Vickers Viscount 763,YS-09C,082,19   (passengers:15  crew:4),15   (passengers:13  crew:2),0,"Crashed shortly after takeoff, inverted, into trees. Failure of No. 1 engine on climbout. The non-retraction of the landing gear immediately after the aircraft reached V2. Failure of engine No. 2 a few seconds later. The aircraft banked left, lost altitude and collided with trees. Engine failure cause unknown."
"March 12, 1959",1410,"Tobu, India",Indian Airlines,?,Jorhat - Noklok - Jorhat,Douglas C-47A,VT-CYH,12493,7   (passengers:4  crew:3),5   (passengers:2  crew:3),0,The cargo plane crashed during an attempt by the pilot to clear high terrain under poor visibility conditions. He had previously descended to a low altitude in order to determine his position.
"March 13, 1959",0902,"Mahon, Spain",Aviaco,?,Palma de Mallorca - Mahon,Bristol 170 Freighter 21E,EC-ADH,12776,18   (passengers:15  crew:3),1   (passengers:1  crew:0),0,"The plane banked to the right soon after leaving the ground and crashed to the ground. Strong gust of wind which tilted the aircraft to the right during final approach to land, causing it to crash to the ground"
"March 29, 1959",?,"Near Bangui, Central African Republic",Union Aeromaritime de Transport,?,Berbérati - Bangui - Bambari,Nord 2501 Noratlas,F-BGZB,2,9   (passengers:5  crew:4),9   (passengers:5  crew:4),0,Crashed while en route in the jungle. The right wing detached in flight due to a structural failure caused by severe vibrations due to additional engines that were installed on this special model.
"March 29, 1959",1045,"Near Silchar, India",Indian Airlines,?,Calcutta - Agartala - Silchar - Imphal,Douglas DC-3,VT-CGI,20176,24   (passengers:20  crew:4),24   (passengers:20  crew:4),0,Sustained structural failure while flying through a thunderstorm.
