Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"January 02, 1930",?,"Off Venice, California",?,?,Motion picture filming,?,?,?,10   (passengers:9  crew:1),10   (passengers:9  crew:1),0,"Two planes filming the motion picture""Such Men Are Dangerious"" collided and fell 2,000 ft. into the Pacific Ocean. Among those killed were two head camermen, assistant director and husband of movie star Mary Aster."
"January 10, 1930",?,"Brawnson, Nebraska",Boeing Air Transport,?,?,Boeing 95,NC184E,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.
"January 13, 1930",?,"Antananarivo, Madagascar",Air Orient,?,Antananarivo - Paris,Farman 190,F-AJJK,1,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,Crrashed moments after taking off from Port-Francqui.
"January 19, 1930",1823,"Oceanside, California",Maddux Airlines,7,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,NC9689,5-AT-046,16   (passengers:14  crew:2),16   (passengers:14  crew:2),0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control."
"January 25, 1930",?,"Off Ceuta, Spain",Aeropostale,?,Casablanca - Alicante,Latecoere 25,F-AJCL,691,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,Ran into thunderstorms and crashed into the sea.
"January 27, 1930",1730,"Kansas City, Missouri",Central  Airlines (Universal Aviation Corporation),?,"Wichita - Kansas City, KS",Travel Air A6000A,?,963,5   (passengers:4  crew:1),5   (passengers:4  crew:1),0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked."
"February 03, 1930",?,"Hartford, Connecticut",Colonial Air Transport,?,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,NC801H,41,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,While attempting to land the plane struck a building and fell into the Connecticut river.
"February 10, 1930",?,"Marden, England",Air Union,?,Paris - Croydon,Farman F-63,F-FHMY,21/6844,6   (passengers:3  crew:3),2   (passengers:2  crew:0),0,"While attempting to land in snow, the plane rose up, stalled and crashed. Fatigue of the upper front strut of the right tail which failed in flight, causing the spar to fail as well."
"April 18, 1930",1700,"Jersey City, New Jersey",Canadian Colonial Airways,?,"Albany, NY - Jersey City, NJ",Fairchild 71,NC9148,634,4   (passengers:3  crew:1),4   (passengers:3  crew:1),0,Crashed into power lines 150 feet above the ground in fog.
"May 10, 1930",?,"Buenos Aires, Argentina",Aeropostale,?,Buenos Aires - Montevideo,Latecoere 28,F-AJPD,918,4   (passengers:2  crew:2),3   (passengers:1  crew:2),0,"While flying in foggy conditions at night, the captain lowered his altitude, hit a wave and fiipped over."
"June 05, 1930",?,"Boston, Massachusetts",Colonial Air Transport,?,Boston - Newark,Ford Tri-Motor 5,NC9675,5-AT-033,15   (passengers:13  crew:2),1   (passengers:1  crew:0),0,Crashed into Boston Harbor after losing the right  engine on takeoff.
"July 07, 1930",?,"Bornholm, Denmark",Deutsche Lufthansa,?,Stettin - Norway,Dornier Wal,D-864,44,8   (passengers:5  crew:3),5   (passengers:4  crew:1),0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave while under tow."
"July 10, 1930",?,"Arkansas Pass, Texas",Cross Airways,?,Port Aransas - Kansas City,Lockheed Vega 5,NC-394H,087,5   (passengers:4  crew:1),5   (passengers:4  crew:1),0,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms."
"July 21, 1930",1500,"Near Meopham, Kent, England",Walcot Air Line,?,"London - Le touquet, France",Junkers F-13ge,G-AAZK,?,6   (passengers:4  crew:2),6   (passengers:4  crew:2),0,The plane crashed about 10 miles from it's destination. Possible buffeting or irregular ocillation of the horizontal stabilizer leading to separation of the left stabilizer.
"August 22, 1930",1545,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,?,Prague - Bratislava,Ford 5-AT-C Tri Motor,OK-FOR,5-AT-050,11   (passengers:10  crew:1),10   (passengers:9  crew:1),0,Crashed when the pilot made a sharp turn to avoid a chimney and lost control of the aircraft.
"September 11, 1930",?,"Croydon, England",Sabena,?,Croydon - Brussels,Sabca F-VII,OO-AIN,?,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The plane caught on file shortly after taking off from Croydon.
"September 25, 1930",?,"Edmonton, Alberta, Canada",Western Canada Airways,?,Calgary - Moosejaw,Boeing 40,CF-AIN,1165,3   (passengers:2  crew:1),3   (passengers:2  crew:1),0,The air mail plane crashed in fog  while attempting to land in fog.
"October 05, 1930",0205,"Near Beauvais, France",Military - British Air Ministry,?,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,G-FAAW,R-101,54   (passengers:?  crew:?),48   (passengers:?  crew:?),0,"The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamic lift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags."
"October 06, 1930",0945,"Dresden, Germany",Deutsche Lufthansa,?,Berlin - Vienna,Messerschmitt M-20B,D-1930,443,8   (passengers:6  crew:2),8   (passengers:6  crew:2),0,Crashed into hill while attempting to land after running into a strong gust of wind..
"October 12, 1930",?,"La Rache, Morocco",Aeropostale,?,Casablanca - Bahat - Toulouse,Latecoere 28,F-AJUU,?,4   (passengers:3  crew:1),4   (passengers:3  crew:1),0,The french postal plane crashed into mountains.
"October 13, 1930",?,"Perth, Australia",Wings Ltd,?,?,de Havilland DH.80 Puss Moth,VH-UPC,2021,3   (passengers:2  crew:1),3   (passengers:2  crew:1),?,"Fflying over the Darling Range, aircraft went out of control and dove into a hilly terrain,"
"October 28, 1930",?,"Prince Rupert, BC, Canada",Alaska-Washington Airways,?,?,Lockheed Vega,NC103W,120,3   (passengers:2  crew:1),3   (passengers:2  crew:1),0,Crashed while taking off.
"October 30, 1930",?,"Brookston, Indiana",Embry Riddle Company,?,?,Pitcairn PA-6 Mailwing,?,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.
"October 30, 1930",?,"Near Neufchatel, France",Imperial Airways,?,"Paris, France - London, England",Handley Page W-8,G-EBIX,W8-7,6   (passengers:3  crew:3),3   (passengers:2  crew:1),0,"Crashed into high ground in fog after losing an engine. The plane was named ""City of Washington."""
"November 07, 1930",?,"Off of Santos, Brazil",Syndicato Condor,?,Porto Alegre - Laguna - Rio de Janeiro,Junkers G-24,P-BAHA,921,9   (passengers:8  crew:1),1   (passengers:1  crew:0),0,Crashed into the sea.
"November 18, 1930",0200,"Techachapi Mountains, California",Pacific Air Transport,?,"Burbank, CA - Oakland, CA",Boeing 40,NC5340,?,3   (passengers:0  crew:3),3   (passengers:0  crew:3),?,"Crashed into a mountainside at an altitude of 4,500  feet during a snowstorm."
"December 09, 1930",?,"Shanghai, China",China National Aviation Corporation,?,Shanghai - Hankow,Loening C-W Air Yaht,?,?,6   (passengers:4  crew:2),4   (passengers:2  crew:2),0,"The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named ""Shanghai""."
